"飯店縣市","入住日期","退房日期","訂房日期","訂房數量","交易金額","歲數","性別","所在地址","IsForeigner"
"台南市",2014/07/08,2014/07/09,"2014/7/2 下午 04:14:02",1,3500,28,"女","非台灣地區","外國"
"台南市",2014/08/09,2014/08/10,"2014/7/2 下午 04:19:02",1,8800,41,"女","台北市","本國"
"台南市",2014/07/14,2014/07/15,"2014/7/2 下午 05:11:02",3,18000,45,"男","臺東縣","本國"
"台南市",2014/08/23,2014/08/24,"2014/7/2 下午 07:15:02",1,8800,36,"男","台北市","本國"
"台南市",2014/07/21,2014/07/22,"2014/7/2 下午 10:13:21",1,3200,51,"女","新北市","本國"
"台南市",2014/09/08,2014/09/09,"2014/7/2 下午 11:35:02",1,6160,39,"女","台中市","本國"
"花蓮縣",2014/08/27,2014/08/28,"2014/7/20 上午 10:38:20",1,3360,41,"男","台北市","本國"
"台南市",2014/08/22,2014/08/23,"2014/7/20 下午 01:16:20",1,5500,52,"女","新北市","本國"
"台南市",2014/07/23,2014/07/24,"2014/7/20 下午 03:54:20",1,5596,63,"女","台中市","本國"
"台南市",2014/08/09,2014/08/10,"2014/7/20 下午 03:56:20",1,7000,54,"男","非台灣地區","外國"
"台南市",2014/08/06,2014/08/07,"2014/7/20 下午 04:36:20",1,6000,36,"男","台北市","本國"
"花蓮縣",2014/08/31,2014/09/01,"2014/7/20 下午 11:22:20",1,3360,33,"男","高雄市","本國"
"花蓮縣",2014/07/30,2014/07/31,"2014/7/21 上午 07:33:21",1,3360,41,"女","新竹市","本國"
"台南市",2014/09/27,2014/09/28,"2014/7/21 上午 11:40:21",1,7920,47,"女","台南市","本國"
"台南市",2014/08/14,2014/08/15,"2014/7/21 下午 01:37:21",1,2499,43,"女","新北市","本國"
"台南市",2014/07/24,2014/07/25,"2014/7/21 下午 02:03:21",1,3500,35,"女","新北市","本國"
"花蓮縣",2014/09/14,2014/09/15,"2014/7/21 下午 02:10:21",1,2880,45,"女","新北市","本國"
"台南市",2014/07/24,2014/07/25,"2014/7/21 下午 03:59:57",1,3500,52,"女","桃園縣","本國"
"台南市",2014/08/06,2014/08/07,"2014/7/21 下午 05:42:35",1,4000,48,"女","台南市","本國"
"台南市",2014/08/06,2014/08/07,"2014/7/21 下午 05:43:01",1,4000,48,"女","新北市","本國"
"台南市",2014/08/11,2014/08/12,"2014/7/21 下午 09:23:21",1,4599,54,"女","苗粟縣","本國"
"台南市",2014/08/09,2014/08/10,"2014/7/21 下午 09:25:21",1,5400,46,"男","彰化縣","本國"
"台南市",2014/08/03,2014/08/04,"2014/7/21 下午 10:12:56",1,2600,31,"女","台中市","本國"
"台南市",2014/10/07,2014/10/08,"2014/7/21 下午 10:17:16",1,2499,47,"女","新北市","本國"
"台南市",2014/10/09,2014/10/10,"2014/7/21 下午 10:18:45",1,4000,47,"男","台南市","本國"
"花蓮縣",2014/09/01,2014/09/02,"2014/7/21 下午 11:07:21",1,2880,39,"女","台北市","本國"
"台南市",2014/10/12,2014/10/14,"2014/7/21 下午 11:41:21",1,5200,30,"男","台中市","本國"
"台南市",2014/08/31,2014/09/02,"2014/7/21 下午 11:42:21",1,4998,35,"女","桃園縣","本國"
"台北市",2014/07/24,2014/07/25,"2014/7/22 上午 06:36:22",1,3100,43,"男","桃園縣","本國"
"台南市",2014/08/01,2014/08/02,"2014/7/22 下午 01:15:22",1,2499,41,"女","台中市","本國"
"台南市",2014/08/24,2014/08/25,"2014/7/22 下午 03:33:22",1,5800,55,"男","台北市","本國"
"台南市",2014/08/05,2014/08/06,"2014/7/22 下午 03:47:22",1,6000,28,"男","嘉義縣","本國"
"台南市",2014/07/28,2014/07/29,"2014/7/22 下午 04:49:22",1,6000,42,"男","台北市","本國"
"台南市",2014/07/29,2014/07/30,"2014/7/22 下午 04:52:22",1,4000,42,"男","彰化縣","本國"
"台南市",2014/07/28,2014/07/29,"2014/7/22 下午 08:07:22",1,2599,31,"女","高雄市","本國"
"台南市",2014/08/13,2014/08/14,"2014/7/23 下午 07:47:23",1,4000,50,"男","台北市","本國"
"台南市",2014/08/24,2014/08/25,"2014/7/23 下午 11:18:23",1,5500,51,"男","台北市","本國"
"台北市",2014/09/20,2014/09/23,"2014/7/24 上午 01:04:24",1,9500,32,"女","新北市","本國"
"台南市",2014/08/06,2014/08/07,"2014/7/24 上午 10:01:42",1,4560,63,"女","新北市","本國"
"台南市",2014/08/18,2014/08/19,"2014/7/24 上午 11:22:24",1,4599,51,"女","新北市","本國"
"台北市",2014/10/16,2014/10/20,"2014/7/24 上午 11:34:24",1,12800,37,"女","非台灣地區","外國"
"台南市",2014/08/11,2014/08/14,"2014/7/24 下午 03:39:51",1,7800,25,"男","台北市","本國"
"台南市",2014/07/31,2014/08/01,"2014/7/24 下午 06:19:24",1,5500,40,"男","桃園縣","本國"
"台南市",2014/07/29,2014/07/30,"2014/7/24 下午 06:54:24",1,4000,52,"女","桃園縣","本國"
"台南市",2014/08/08,2014/08/09,"2014/7/24 下午 07:41:24",1,3299,32,"男","非台灣地區","外國"
"台南市",2014/07/28,2014/07/30,"2014/7/24 下午 09:34:24",1,5400,42,"女","台北市","本國"
"台南市",2014/07/27,2014/07/28,"2014/7/25 上午 09:57:25",1,3500,56,"男","台北市","本國"
"台南市",2014/07/29,2014/07/30,"2014/7/25 下午 01:11:21",1,4000,43,"女","桃園縣","本國"
"台南市",2014/08/28,2014/08/29,"2014/7/25 下午 02:02:25",1,5500,57,"女","台南市","本國"
"台南市",2014/09/27,2014/09/28,"2014/7/25 下午 02:09:08",5,20000,42,"男","台中市","本國"
"台南市",2014/08/14,2014/08/15,"2014/7/25 下午 03:42:25",2,7000,55,"女","台中市","本國"
"台南市",2014/08/14,2014/08/15,"2014/7/25 下午 05:18:59",1,3099,42,"男","台北市","本國"
"花蓮縣",2014/09/05,2014/09/06,"2014/7/25 下午 08:22:25",1,2880,30,"男","台中市","本國"
"台南市",2014/08/15,2014/08/16,"2014/7/25 下午 08:34:25",1,6000,42,"男","台北市","本國"
"台南市",2014/07/29,2014/07/31,"2014/7/25 下午 08:48:25",1,5198,39,"女","彰化縣","本國"
"台南市",2014/07/28,2014/07/29,"2014/7/25 下午 10:24:25",1,2700,49,"女","高雄市","本國"
"台南市",2014/08/10,2014/08/11,"2014/7/25 下午 12:01:10",1,6000,57,"女","新北市","本國"
"台南市",2014/08/25,2014/08/26,"2014/7/26 上午 08:07:26",1,6000,53,"男","高雄市","本國"
"台南市",2014/08/04,2014/08/05,"2014/7/26 下午 04:36:26",1,3099,32,"男","新竹市","本國"
"台南市",2014/08/17,2014/08/18,"2014/7/26 下午 12:52:26",1,3299,47,"女","台北市","本國"
"台南市",2014/08/17,2014/08/18,"2014/7/26 下午 12:57:26",2,9598,47,"男","桃園縣","本國"
"台南市",2014/07/28,2014/07/29,"2014/7/27 上午 11:25:27",1,3200,52,"女","基隆市","本國"
"台南市",2014/08/17,2014/08/18,"2014/7/27 上午 12:19:27",1,5800,46,"女","苗粟縣","本國"
"台南市",2014/09/02,2014/09/03,"2014/7/27 下午 09:29:27",1,2800,49,"女","高雄市","本國"
"台南市",2014/08/15,2014/08/16,"2014/7/27 下午 10:05:27",2,6198,41,"男","新北市","本國"
"台南市",2014/08/30,2014/08/31,"2014/7/27 下午 10:27:27",1,4000,42,"男","台北市","本國"
"台南市",2014/08/17,2014/08/18,"2014/7/28 上午 09:30:28",1,3500,46,"男","彰化縣","本國"
"台南市",2014/08/08,2014/08/09,"2014/7/28 下午 04:30:28",1,3299,36,"男","桃園縣","本國"
"台南市",2014/10/25,2014/10/26,"2014/7/28 下午 06:06:28",1,4000,35,"女","台北市","本國"
"台南市",2014/08/24,2014/08/25,"2014/7/28 下午 09:01:28",1,3299,34,"男","台南市","本國"
"台南市",2014/08/09,2014/08/10,"2014/7/28 下午 10:21:07",1,7000,59,"男","非台灣地區","外國"
"花蓮縣",2014/09/03,2014/09/05,"2014/7/29 下午 02:20:29",1,5760,31,"男","新北市","本國"
"台南市",2014/08/04,2014/08/05,"2014/7/29 下午 12:30:29",1,5800,47,"女","台中市","本國"
"台南市",2014/07/08,2014/07/09,"2014/7/3 上午 08:49:58",1,3500,45,"男","新竹縣","本國"
"花蓮縣",2014/08/13,2014/08/14,"2014/7/3 上午 10:48:03",1,3360,46,"女","新北市","本國"
"台南市",2014/08/08,2014/08/09,"2014/7/3 上午 12:37:03",1,2499,37,"男","新竹縣","本國"
"台南市",2014/07/09,2014/07/10,"2014/7/3 下午 01:12:03",1,4000,23,"男","高雄市","本國"
"台南市",2014/07/08,2014/07/09,"2014/7/3 下午 02:32:32",1,2499,47,"女","彰化縣","本國"
"台南市",2014/07/24,2014/07/25,"2014/7/3 下午 04:38:03",1,3500,45,"女","新北市","本國"
"台南市",2014/07/07,2014/07/08,"2014/7/3 下午 05:02:06",1,4000,52,"男","新竹市","本國"
"台南市",2014/07/23,2014/07/24,"2014/7/3 下午 07:42:03",1,4799,40,"女","非台灣地區","外國"
"台南市",2014/07/07,2014/07/08,"2014/7/3 下午 08:40:03",1,4000,65,"男","新竹市","本國"
"台南市",2014/07/31,2014/08/01,"2014/7/30 下午 02:11:30",1,2599,42,"男","台中市","本國"
"台南市",2014/08/10,2014/08/11,"2014/7/30 下午 04:22:30",1,5800,60,"女","台中市","本國"
"台南市",2014/08/04,2014/08/05,"2014/7/30 下午 04:31:30",1,2499,52,"男","台北市","本國"
"台南市",2014/08/13,2014/08/14,"2014/7/30 下午 06:51:30",1,4000,47,"女","高雄市","本國"
"台南市",2014/08/22,2014/08/23,"2014/7/31 上午 09:32:31",1,5596,43,"男","基隆市","本國"
"台南市",2014/08/28,2014/08/29,"2014/7/31 上午 10:41:31",1,4000,54,"男","台中市","本國"
"台南市",2014/08/05,2014/08/06,"2014/7/31 下午 02:39:31",1,3299,39,"女","台中市","本國"
"台南市",2014/10/10,2014/10/11,"2014/7/31 下午 04:37:31",1,5699,39,"男","非台灣地區","外國"
"台南市",2014/08/10,2014/08/11,"2014/7/31 下午 04:38:31",1,3299,53,"女","高雄市","本國"
"台南市",2014/09/07,2014/09/08,"2014/7/31 下午 05:46:39",1,4860,28,"男","高雄市","本國"
"台南市",2014/08/07,2014/08/08,"2014/7/31 下午 08:06:31",1,5800,47,"男","彰化縣","本國"
"台南市",2014/09/06,2014/09/07,"2014/7/31 下午 09:46:31",1,6300,36,"男","嘉義市","本國"
"台南市",2014/09/06,2014/09/07,"2014/7/31 下午 09:51:31",1,5699,36,"男","新北市","本國"
"台南市",2014/07/16,2014/07/18,"2014/7/4 上午 08:13:04",1,6198,36,"男","台北市","本國"
"台南市",2014/07/21,2014/07/23,"2014/7/4 上午 10:00:04",1,4998,36,"男","非台灣地區","外國"
"台南市",2014/08/02,2014/08/03,"2014/7/4 上午 10:44:00",1,5400,51,"女","台中市","本國"
"台南市",2014/07/17,2014/07/18,"2014/7/4 下午 01:04:04",1,3500,62,"女","高雄市","本國"
"台南市",2014/07/09,2014/07/10,"2014/7/4 下午 09:05:04",1,3500,44,"男","新北市","本國"
"台南市",2014/07/10,2014/07/11,"2014/7/4 下午 09:11:04",1,2499,44,"男","高雄市","本國"
"台北市",2014/07/09,2014/07/10,"2014/7/4 下午 11:29:04",1,3100,54,"女","台中市","本國"
"台北市",2014/10/10,2014/10/20,"2014/7/5 上午 03:09:05",1,31800,57,"女","基隆市","本國"
"台南市",2014/08/01,2014/08/02,"2014/7/5 上午 08:36:08",1,4599,41,"女","新竹縣","本國"
"台南市",2014/09/12,2014/09/13,"2014/7/5 上午 08:36:36",2,5200,54,"男","新北市","本國"
"台南市",2014/07/14,2014/07/15,"2014/7/5 上午 08:39:57",1,2600,16,"男","新北市","本國"
"台南市",2014/07/16,2014/07/17,"2014/7/5 下午 03:19:05",2,9598,49,"女","台中市","本國"
"台南市",2014/08/22,2014/08/23,"2014/7/5 下午 05:24:05",1,4320,22,"女","非台灣地區","外國"
"臺東縣",2014/07/22,2014/07/23,"2014/7/5 下午 08:43:05",1,2100,37,"男","非台灣地區","外國"
"台南市",2014/07/23,2014/07/24,"2014/7/5 下午 09:09:05",1,4560,51,"男","台北市","本國"
"台北市",2014/07/13,2014/07/14,"2014/7/6 上午 09:17:06",1,3100,39,"女","台中市","本國"
"台南市",2014/09/07,2014/09/08,"2014/7/6 下午 02:09:06",1,5699,50,"女","台中市","本國"
"台南市",2014/07/31,2014/08/01,"2014/7/6 下午 02:14:06",1,5500,42,"女","新北市","本國"
"台南市",2014/08/01,2014/08/02,"2014/7/6 下午 02:33:06",1,4799,42,"男","新北市","本國"
"台南市",2014/07/23,2014/07/24,"2014/7/6 下午 09:48:06",1,5500,40,"女","新北市","本國"
"台南市",2014/08/01,2014/08/02,"2014/7/7 下午 04:06:07",1,3500,46,"男","高雄市","本國"
"花蓮縣",2014/08/31,2014/09/01,"2014/7/7 下午 04:51:07",1,3360,34,"女","新北市","本國"
"台南市",2014/07/25,2014/07/26,"2014/7/7 下午 10:34:07",1,3500,49,"女","新北市","本國"
"台南市",2014/08/09,2014/08/10,"2014/7/8 上午 08:40:17",1,5699,41,"女","台北市","本國"
"台南市",2014/08/08,2014/08/09,"2014/7/8 上午 11:18:08",1,3200,34,"女","新竹市","本國"
"台南市",2014/09/04,2014/09/05,"2014/7/8 上午 11:28:08",1,3500,33,"男","新北市","本國"
"台南市",2014/07/20,2014/07/21,"2014/7/8 下午 02:34:08",1,5500,41,"男","台南市","本國"
"台南市",2014/07/17,2014/07/18,"2014/7/8 下午 03:25:10",1,3099,39,"男","台北市","本國"
"台南市",2014/07/17,2014/07/18,"2014/7/8 下午 03:25:56",1,3500,39,"女","高雄市","本國"
"台南市",2014/08/22,2014/08/23,"2014/7/8 下午 08:54:08",1,3299,31,"男","台北市","本國"
"台南市",2014/07/29,2014/07/30,"2014/7/8 下午 09:48:08",1,4299,42,"男","新竹市","本國"
"台南市",2014/07/17,2014/07/18,"2014/7/8 下午 09:57:17",1,5800,39,"女","台斗街","本國"
"台南市",2014/07/09,2014/07/10,"2014/7/8 下午 12:40:08",1,4299,70,"男","台北市","本國"
"台南市",2014/08/14,2014/08/16,"2014/7/9 上午 09:03:09",1,9198,37,"女","台北市","本國"
"台南市",2014/07/22,2014/07/23,"2014/7/9 上午 09:15:09",1,6000,41,"男","桃園縣","本國"
"台南市",2014/07/22,2014/07/23,"2014/7/9 下午 02:40:09",1,6000,42,"女","新北市","本國"
"台南市",2014/07/16,2014/07/17,"2014/7/9 下午 04:20:09",1,3200,51,"女","桃園縣","本國"
"台南市",2014/07/27,2014/07/28,"2014/7/9 下午 04:55:09",2,8598,44,"男","台中市","本國"
"台南市",2014/08/03,2014/08/04,"2014/7/9 下午 05:44:09",1,3099,43,"女","新北市","本國"
"台南市",2014/08/03,2014/08/04,"2014/7/9 下午 05:49:09",1,4299,43,"女","新竹縣","本國"
"台南市",2014/07/14,2014/07/15,"2014/7/9 下午 07:38:09",1,3099,65,"男","桃園縣","本國"
"台南市",2014/07/15,2014/07/16,"2014/7/9 下午 09:33:09",1,4799,38,"男","台中市","本國"
"花蓮縣",2014/08/06,2014/08/07,"2014/7/9 下午 12:40:09",1,3360,45,"男","新北市","本國"
"台南市",2014/08/15,2014/08/16,"2014/8/1 上午 12:26:01",1,6000,40,"女","台南市","本國"
"台北市",2014/08/31,2014/09/01,"2014/8/1 上午 12:58:01",1,3100,45,"男","桃園縣","本國"
"花蓮縣",2014/10/08,2014/10/09,"2014/8/1 下午 01:45:01",1,2880,39,"男","台北市","本國"
"台南市",2014/08/03,2014/08/04,"2014/8/1 下午 06:54:01",1,3500,33,"男","非台灣地區","外國"
"台南市",2014/08/08,2014/08/09,"2014/8/1 下午 08:44:01",1,2499,60,"男","高雄市","本國"
"台南市",2014/08/05,2014/08/06,"2014/8/1 下午 12:26:01",1,5400,46,"男","新北市","本國"
"花蓮縣",2014/09/19,2014/09/20,"2014/8/10 上午 12:26:10",1,2880,42,"男","高雄市","本國"
"台南市",2014/09/08,2014/09/09,"2014/8/10 上午 12:33:10",1,4299,56,"女","桃園縣","本國"
"台南市",2014/09/05,2014/09/06,"2014/8/10 下午 05:06:15",1,6160,42,"男","新北市","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/10 下午 05:06:59",1,4000,29,"女","非台灣地區","外國"
"台南市",2014/08/28,2014/08/29,"2014/8/10 下午 05:09:59",1,4560,29,"男","桃園縣","本國"
"台南市",2014/09/07,2014/09/08,"2014/8/10 下午 07:07:10",1,5760,28,"男","桃園縣","本國"
"台南市",2014/09/07,2014/09/08,"2014/8/10 下午 07:20:10",1,6300,47,"男","彰化縣","本國"
"台南市",2014/09/07,2014/09/08,"2014/8/10 下午 07:29:10",1,5300,47,"男","新北市","本國"
"台南市",2014/09/21,2014/09/22,"2014/8/10 下午 09:23:10",1,6160,49,"女","台北市","本國"
"台南市",2014/08/13,2014/08/14,"2014/8/11 下午 02:39:11",2,4998,52,"女","台中市","本國"
"台南市",2014/08/22,2014/08/23,"2014/8/11 下午 04:07:11",2,6598,43,"男","台北市","本國"
"台南市",2014/10/14,2014/10/15,"2014/8/11 下午 04:16:41",1,3500,48,"男","非台灣地區","外國"
"台北市",2014/11/15,2014/11/16,"2014/8/11 下午 07:26:11",1,4500,29,"男","彰化縣","本國"
"臺東縣",2014/09/08,2014/09/10,"2014/8/11 下午 07:43:11",1,3600,50,"女","彰化縣","本國"
"台南市",2014/09/12,2014/09/13,"2014/8/11 下午 07:59:11",1,6160,57,"女","台中市","本國"
"台南市",2014/09/17,2014/09/19,"2014/8/11 下午 10:34:11",1,6598,34,"男","新北市","本國"
"花蓮縣",2014/09/08,2014/09/09,"2014/8/11 下午 11:24:11",1,2880,47,"女","台中市","本國"
"台南市",2014/08/19,2014/08/20,"2014/8/12 上午 02:30:12",1,5500,52,"女","高雄市","本國"
"台南市",2014/08/25,2014/08/26,"2014/8/12 上午 08:28:12",1,5500,45,"男","台北市","本國"
"台南市",2014/08/18,2014/08/19,"2014/8/12 上午 10:52:12",1,4799,42,"女","台中市","本國"
"花蓮縣",2014/09/22,2014/09/23,"2014/8/12 上午 11:26:12",1,2880,41,"女","桃園縣","本國"
"台南市",2014/09/04,2014/09/05,"2014/8/12 上午 11:50:12",1,2499,40,"男","台北市","本國"
"台南市",2014/08/18,2014/08/19,"2014/8/12 下午 04:53:12",1,3800,54,"女","桃園縣","本國"
"花蓮縣",2014/09/17,2014/09/18,"2014/8/12 下午 09:18:12",1,2880,38,"男","新北市","本國"
"台南市",2014/08/16,2014/08/17,"2014/8/12 下午 12:15:59",1,8800,41,"男","桃園縣","本國"
"台北市",2014/09/02,2014/09/06,"2014/8/13 上午 11:28:13",1,12600,55,"男","大容西","本國"
"台南市",2014/09/06,2014/09/07,"2014/8/13 下午 03:34:05",1,7920,54,"女","宜蘭縣","本國"
"花蓮縣",2014/09/04,2014/09/05,"2014/8/13 下午 09:14:13",1,2880,35,"男","桃園縣","本國"
"台南市",2014/08/19,2014/08/20,"2014/8/14 上午 09:16:14",1,5500,38,"男","新北市","本國"
"花蓮縣",2014/09/05,2014/09/06,"2014/8/14 上午 09:55:14",1,2880,36,"男","彰化縣","本國"
"台南市",2014/08/21,2014/08/22,"2014/8/14 下午 01:18:14",1,3299,44,"男","新竹市","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/14 下午 06:11:08",1,5199,53,"男","非台灣地區","外國"
"台南市",2014/08/25,2014/08/27,"2014/8/14 下午 08:52:14",1,6598,41,"男","新北市","本國"
"台南市",2014/09/05,2014/09/06,"2014/8/14 下午 11:08:14",1,5998,23,"男","台北市","本國"
"台北市",2014/08/24,2014/08/26,"2014/8/15 上午 02:17:15",1,6200,38,"女","台南市","本國"
"台南市",2014/08/26,2014/08/27,"2014/8/15 上午 10:02:15",1,5500,46,"男","新北市","本國"
"台南市",2014/08/26,2014/08/27,"2014/8/15 上午 11:13:15",1,5500,46,"男","台北市","本國"
"台南市",2014/09/19,2014/09/20,"2014/8/15 下午 02:01:15",1,3780,42,"女","新竹縣","本國"
"台南市",2014/08/24,2014/08/25,"2014/8/15 下午 02:35:25",1,2499,40,"女","基隆市","本國"
"花蓮縣",2014/10/03,2014/10/04,"2014/8/15 下午 03:07:15",1,2880,38,"男","台南市","本國"
"台南市",2014/09/29,2014/09/30,"2014/8/15 下午 05:34:15",1,3299,39,"女","台北市","本國"
"花蓮縣",2014/09/01,2014/09/02,"2014/8/15 下午 06:35:54",1,2880,27,"女","辭修路","本國"
"台南市",2014/09/03,2014/09/04,"2014/8/15 下午 06:37:23",1,3780,27,"男","台南市","本國"
"台南市",2014/08/26,2014/08/27,"2014/8/15 下午 12:18:15",1,4320,46,"女","高雄市","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/15 下午 12:50:42",1,4000,31,"男","非台灣地區","外國"
"台南市",2014/11/22,2014/11/23,"2014/8/16 上午 10:28:16",1,6300,42,"男","彰化縣","本國"
"台南市",2014/08/24,2014/08/25,"2014/8/16 上午 11:47:16",1,3099,39,"女","非台灣地區","外國"
"台南市",2014/08/26,2014/08/27,"2014/8/16 上午 12:00:16",1,4320,60,"男","新北市","本國"
"台南市",2014/08/19,2014/08/20,"2014/8/16 下午 02:22:16",1,6000,51,"女","新竹市","本國"
"花蓮縣",2014/09/05,2014/09/06,"2014/8/16 下午 03:01:16",1,2880,36,"女","彰化縣","本國"
"台南市",2014/08/18,2014/08/19,"2014/8/16 下午 06:59:16",1,3299,46,"女","臺東縣","本國"
"台北市",2014/08/31,2014/09/01,"2014/8/16 下午 11:03:16",1,3100,54,"女","台中市","本國"
"台南市",2014/08/27,2014/08/28,"2014/8/17 上午 08:37:17",1,3299,45,"男","花蓮縣","本國"
"台南市",2014/08/30,2014/08/31,"2014/8/17 下午 01:13:17",2,17600,56,"女","台中市","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/17 下午 08:12:53",2,8000,46,"女","桃園縣","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/17 下午 08:13:46",1,4800,43,"女","台南市","本國"
"花蓮縣",2014/09/09,2014/09/10,"2014/8/18 下午 04:25:31",2,5760,35,"男","基隆市","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/18 下午 12:17:18",1,4000,56,"女","桃園縣","本國"
"台北市",2014/09/05,2014/09/06,"2014/8/19 上午 10:58:53",1,3300,67,"女","台中市","本國"
"台北市",2014/10/31,2014/11/03,"2014/8/19 下午 02:09:19",1,13500,34,"女","高雄市","本國"
"台南市",2014/08/25,2014/08/26,"2014/8/19 下午 03:39:19",1,6000,42,"女","桃園縣","本國"
"台南市",2014/08/27,2014/08/28,"2014/8/19 下午 05:16:19",1,3099,49,"女","新北市","本國"
"花蓮縣",2014/09/08,2014/09/09,"2014/8/19 下午 05:52:19",1,2880,38,"女","新竹市","本國"
"台南市",2014/09/07,2014/09/08,"2014/8/19 下午 07:27:19",1,5760,21,"男","新北市","本國"
"花蓮縣",2014/09/08,2014/09/09,"2014/8/19 下午 10:34:19",1,2880,50,"女","台北市","本國"
"台南市",2014/08/24,2014/08/25,"2014/8/19 下午 11:12:19",1,4800,52,"女","台北市","本國"
"台南市",2014/08/08,2014/08/09,"2014/8/2 上午 01:40:02",1,2600,31,"女","高雄市","本國"
"花蓮縣",2014/09/13,2014/09/14,"2014/8/2 上午 08:58:49",1,3840,40,"女","台南市","本國"
"台南市",2014/08/21,2014/08/22,"2014/8/2 上午 09:00:21",1,4599,45,"女","桃園縣","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/2 下午 02:22:02",1,4800,49,"女","台南市","本國"
"花蓮縣",2014/09/13,2014/09/14,"2014/8/2 下午 05:05:02",1,3840,42,"男","嘉義縣","本國"
"台南市",2014/08/07,2014/08/08,"2014/8/2 下午 09:31:02",1,6998,55,"男","新北市","本國"
"台南市",2014/08/25,2014/08/26,"2014/8/20 上午 10:52:22",1,5120,40,"男","新北市","本國"
"花蓮縣",2014/09/14,2014/09/15,"2014/8/20 下午 01:17:20",1,2880,44,"女","新北市","本國"
"台南市",2014/08/31,2014/09/02,"2014/8/20 下午 01:53:20",1,9198,41,"男","新北市","本國"
"台南市",2014/10/17,2014/10/18,"2014/8/20 下午 03:52:20",1,2499,39,"女","非台灣地區","外國"
"台南市",2014/08/27,2014/08/28,"2014/8/20 下午 06:27:20",1,6000,49,"男","新竹縣","本國"
"台南市",2014/08/25,2014/08/26,"2014/8/21 上午 12:18:21",1,6000,48,"男","非台灣地區","外國"
"台南市",2014/08/28,2014/08/29,"2014/8/21 下午 02:00:21",1,6000,48,"男","台中市","本國"
"花蓮縣",2014/09/03,2014/09/04,"2014/8/21 下午 02:28:21",2,5760,57,"女","新竹市","本國"
"台南市",2014/08/27,2014/08/29,"2014/8/21 下午 04:43:13",1,11600,33,"女","非台灣地區","外國"
"台南市",2014/08/26,2014/08/27,"2014/8/21 下午 10:08:21",1,5800,54,"女","新北市","本國"
"台南市",2014/08/30,2014/08/31,"2014/8/21 下午 11:41:21",1,7498,24,"女","高雄市","本國"
"台北市",2014/09/18,2014/09/19,"2014/8/21 下午 12:45:21",1,3100,56,"男","非台灣地區","外國"
"臺東縣",2014/09/09,2014/09/10,"2014/8/22 下午 02:43:56",1,3360,51,"女","新北市","本國"
"台南市",2014/09/18,2014/09/19,"2014/8/22 下午 09:31:22",1,5199,41,"男","新竹縣","本國"
"台南市",2014/09/04,2014/09/05,"2014/8/22 下午 12:11:22",1,3780,61,"女","新竹縣","本國"
"台南市",2014/10/10,2014/10/11,"2014/8/23 上午 09:35:53",1,4000,37,"女","台南市","本國"
"台南市",2014/08/26,2014/08/27,"2014/8/23 上午 10:03:23",1,5500,40,"女","非台灣地區","外國"
"台南市",2014/08/26,2014/08/28,"2014/8/23 上午 10:56:23",1,11600,50,"女","桃園縣","本國"
"台北市",2014/11/29,2014/11/30,"2014/8/23 上午 11:44:23",1,4500,43,"男","新北市","本國"
"台南市",2014/09/25,2014/09/26,"2014/8/23 上午 12:08:23",1,4599,50,"男","非台灣地區","外國"
"台南市",2014/08/26,2014/08/27,"2014/8/24 上午 12:00:24",1,2499,42,"男","新北市","本國"
"台南市",2014/08/26,2014/08/27,"2014/8/24 上午 12:58:24",1,5500,38,"女","高雄市","本國"
"台南市",2014/09/21,2014/09/22,"2014/8/24 下午 04:08:52",1,3780,36,"女","彰化縣","本國"
"台南市",2014/08/27,2014/08/28,"2014/8/25 上午 09:51:17",1,3299,25,"女","高雄市","本國"
"台南市",2014/08/29,2014/08/30,"2014/8/25 下午 05:03:25",1,6000,51,"女","非台灣地區","外國"
"台南市",2014/09/08,2014/09/09,"2014/8/25 下午 08:38:25",1,3500,44,"男","新北市","本國"
"台南市",2014/10/09,2014/10/10,"2014/8/26 上午 09:09:26",1,3500,43,"女","桃園縣","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/26 上午 09:24:26",1,7040,17,"女","台中市","本國"
"花蓮縣",2014/10/19,2014/10/20,"2014/8/26 上午 10:43:26",1,2880,35,"女","新北市","本國"
"花蓮縣",2014/10/12,2014/10/13,"2014/8/26 下午 05:02:14",1,2880,39,"男","台北市","本國"
"台南市",2014/08/29,2014/08/30,"2014/8/26 下午 09:59:26",1,6998,48,"女","台中市","本國"
"台南市",2014/08/28,2014/08/29,"2014/8/26 下午 10:30:26",1,6000,40,"男","屏東縣","本國"
"台南市",2014/08/30,2014/08/31,"2014/8/27 上午 10:58:27",1,7498,41,"男","台北市","本國"
"台南市",2014/10/18,2014/10/19,"2014/8/27 下午 09:38:27",1,7920,28,"男","台中市","本國"
"台南市",2014/09/30,2014/10/01,"2014/8/27 下午 11:08:27",1,6160,32,"女","新北市","本國"
"台南市",2014/09/13,2014/09/14,"2014/8/28 上午 10:27:16",1,7920,55,"女","台中市","本國"
