"飯店縣市","入住日期","退房日期","訂房日期","訂房數量","交易金額","歲數","性別","所在地址","IsForeigner"
"台南市",2014/12/15,2014/12/16,"2014/12/1 下午 12:03:01",1,3099,66,"女","台南市","本國"
"花蓮縣",2015/02/18,2015/02/19,"2014/12/10 上午 01:54:10",1,3840,43,"女","台北市","本國"
"台南市",2014/12/16,2014/12/17,"2014/12/10 上午 10:48:10",1,3990,84,"女","新北市","本國"
"台南市",2014/12/16,2014/12/17,"2014/12/10 上午 11:00:10",1,4480,84,"男","高雄市","本國"
"台南市",2014/12/28,2014/12/29,"2014/12/10 下午 10:32:43",1,4299,41,"女","台北市","本國"
"台北市",2015/02/13,2015/02/15,"2014/12/11 上午 01:02:11",1,9000,43,"男","苗粟縣","本國"
"台北市",2014/12/23,2014/12/24,"2014/12/11 上午 04:25:11",1,3100,31,"男","台北市","本國"
"花蓮縣",2015/02/08,2015/02/09,"2014/12/11 上午 11:45:11",1,2880,43,"男","高雄市","本國"
"花蓮縣",2015/02/16,2015/02/17,"2014/12/11 下午 09:51:11",1,2880,45,"男","新北市","本國"
"花蓮縣",2015/02/02,2015/02/03,"2014/12/11 下午 10:38:26",1,2880,52,"女","新北市","本國"
"花蓮縣",2015/01/17,2015/01/18,"2014/12/11 下午 11:28:11",1,3840,40,"男","台南市","本國"
"台南市",2014/12/29,2014/12/30,"2014/12/12 上午 08:55:32",1,3780,44,"男","桃園縣","本國"
"花蓮縣",2015/02/11,2015/02/12,"2014/12/12 下午 01:23:45",2,5760,48,"女","彰化縣","本國"
"台南市",2014/12/31,2015/01/01,"2014/12/12 下午 04:39:12",4,13200,46,"女","新竹縣","本國"
"台南市",2015/02/16,2015/02/17,"2014/12/12 下午 04:46:12",1,4130,31,"男","新北市","本國"
"台北市",2015/02/06,2015/02/09,"2014/12/12 下午 12:08:12",1,9700,51,"男","台中市","本國"
"台北市",2015/01/04,2015/01/05,"2014/12/13 下午 02:53:13",1,3100,29,"男","台南市","本國"
"台北市",2015/02/05,2015/02/06,"2014/12/13 下午 04:46:13",1,4500,52,"男","台北市","本國"
"台北市",2015/02/05,2015/02/06,"2014/12/13 下午 04:56:13",1,3100,52,"女","新北市","本國"
"台南市",2014/12/15,2014/12/16,"2014/12/13 下午 05:31:13",1,3000,32,"男","非台灣地區","外國"
"台南市",2014/12/18,2014/12/19,"2014/12/15 下午 02:14:28",1,2600,38,"男","基隆市","本國"
"台南市",2015/01/24,2015/01/25,"2014/12/15 下午 02:17:15",1,9200,28,"男","台南市","本國"
"臺東縣",2015/02/08,2015/02/10,"2014/12/15 下午 05:41:15",1,3600,45,"女","台北市","本國"
"台南市",2015/02/04,2015/02/05,"2014/12/15 下午 05:41:15",1,6088,54,"男","台中市","本國"
"台南市",2015/02/15,2015/02/16,"2014/12/15 下午 12:03:15",1,4130,33,"女","非台灣地區","外國"
"台南市",2015/01/06,2015/01/07,"2014/12/15 下午 12:10:15",1,5900,56,"男","高雄市","本國"
"花蓮縣",2015/02/09,2015/02/11,"2014/12/16 上午 08:55:51",1,5760,39,"女","台中市","本國"
"台南市",2015/02/04,2015/02/07,"2014/12/16 上午 10:41:59",2,16194,17,"女","彰化縣","本國"
"台南市",2015/02/11,2015/02/14,"2014/12/16 上午 12:37:16",1,18264,57,"男","非台灣地區","外國"
"台南市",2014/12/24,2014/12/25,"2014/12/16 下午 06:27:16",5,13000,36,"女","非台灣地區","外國"
"台南市",2014/12/24,2014/12/26,"2014/12/16 下午 07:03:16",1,5200,36,"女","新竹縣","本國"
"台南市",2014/12/25,2014/12/26,"2014/12/16 下午 10:04:16",1,3500,38,"男","基隆市","本國"
"台南市",2015/01/25,2015/01/26,"2014/12/16 下午 12:00:16",1,3888,40,"男","台南市","本國"
"台南市",2015/01/26,2015/01/27,"2014/12/16 下午 12:08:16",1,2699,40,"女","台南市","本國"
"台南市",2014/12/18,2014/12/19,"2014/12/17 上午 08:58:27",1,3500,53,"男","新竹縣","本國"
"台南市",2014/12/24,2014/12/25,"2014/12/17 上午 10:13:17",1,3700,36,"女","臺東縣","本國"
"台南市",2015/01/05,2015/01/07,"2014/12/17 下午 01:34:17",1,7420,49,"女","宜蘭縣","本國"
"台南市",2014/12/24,2014/12/25,"2014/12/17 下午 02:18:17",1,5900,43,"男","台北市","本國"
"台南市",2014/12/20,2014/12/21,"2014/12/17 下午 04:48:17",1,6099,47,"男","新竹縣","本國"
"台北市",2015/02/14,2015/02/15,"2014/12/17 下午 07:40:17",1,3300,35,"男","桃園縣","本國"
"台南市",2014/12/19,2014/12/20,"2014/12/17 下午 08:04:17",1,3800,53,"女","高雄市","本國"
"台北市",2014/12/25,2014/12/26,"2014/12/17 下午 10:25:17",1,3100,37,"女","台北市","本國"
"花蓮縣",2014/12/22,2014/12/23,"2014/12/17 下午 11:49:17",1,2880,26,"男","南投縣","本國"
"台北市",2014/12/24,2014/12/25,"2014/12/18 上午 08:45:34",1,4320,25,"女","新竹縣","本國"
"台南市",2014/12/22,2014/12/23,"2014/12/18 上午 10:45:18",1,3000,54,"女","台北市","本國"
"花蓮縣",2015/02/16,2015/02/17,"2014/12/18 下午 08:03:18",1,2880,45,"男","台北市","本國"
"花蓮縣",2015/01/26,2015/01/27,"2014/12/19 下午 01:30:19",1,2880,38,"女","桃園縣","本國"
"臺東縣",2015/02/16,2015/02/18,"2014/12/19 下午 05:21:19",1,6720,45,"女","台中市","本國"
"台南市",2015/01/10,2015/01/11,"2014/12/2 上午 08:49:25",1,9200,41,"女","台北市","本國"
"台南市",2014/12/30,2014/12/31,"2014/12/20 下午 12:01:20",1,3780,53,"男","台中市","本國"
"台南市",2014/12/30,2014/12/31,"2014/12/21 下午 05:46:21",1,3780,39,"女","非台灣地區","外國"
"花蓮縣",2015/02/09,2015/02/10,"2014/12/21 下午 10:31:21",1,2880,50,"男","高雄市","本國"
"花蓮縣",2015/02/14,2015/02/15,"2014/12/22 上午 08:44:09",1,3840,44,"女","台中市","本國"
"臺東縣",2015/01/30,2015/01/31,"2014/12/22 下午 02:31:22",1,1800,48,"男","台北市","本國"
"台南市",2014/12/24,2014/12/25,"2014/12/22 下午 05:19:22",1,2800,37,"女","桃園縣","本國"
"花蓮縣",2015/01/04,2015/01/05,"2014/12/22 下午 06:50:22",1,2880,44,"女","台北市","本國"
"台南市",2015/02/17,2015/02/18,"2014/12/22 下午 09:08:22",1,5900,62,"男","新竹市","本國"
"台南市",2015/01/31,2015/02/01,"2014/12/22 下午 09:31:22",1,6500,42,"男","非台灣地區","外國"
"花蓮縣",2014/12/29,2014/12/30,"2014/12/23 上午 11:01:44",1,2880,50,"男","台中市","本國"
"花蓮縣",2015/02/03,2015/02/04,"2014/12/23 上午 11:38:23",1,2880,38,"女","新北市","本國"
"台南市",2014/12/27,2014/12/28,"2014/12/24 下午 05:10:24",1,5800,43,"女","桃園縣","本國"
"台南市",2014/12/27,2014/12/28,"2014/12/24 下午 05:17:24",1,3500,43,"女","桃園縣","本國"
"臺東縣",2015/02/15,2015/02/16,"2014/12/24 下午 07:00:24",1,3360,53,"男","非台灣地區","外國"
"台南市",2015/02/27,2015/02/28,"2014/12/25 上午 08:51:25",1,9200,49,"女","台中市","本國"
"台南市",2015/01/23,2015/01/24,"2014/12/25 上午 08:53:50",1,4130,38,"女","新北市","本國"
"台南市",2014/12/30,2014/12/31,"2014/12/25 上午 10:58:25",1,2499,55,"女","非台灣地區","外國"
"台南市",2015/02/14,2015/02/15,"2014/12/25 上午 11:18:25",1,6900,50,"男","新北市","本國"
"花蓮縣",2015/01/08,2015/01/09,"2014/12/25 下午 06:17:25",1,2880,54,"女","台中市","本國"
"台南市",2014/12/29,2014/12/30,"2014/12/25 下午 08:58:25",1,3699,36,"男","高雄市","本國"
"花蓮縣",2015/01/20,2015/01/21,"2014/12/26 下午 10:57:20",1,2880,53,"女","非台灣地區","外國"
"花蓮縣",2015/02/03,2015/02/04,"2014/12/27 上午 12:10:27",1,2880,47,"女","新北市","本國"
"台南市",2015/01/04,2015/01/05,"2014/12/27 上午 12:46:27",1,2699,38,"男","新北市","本國"
"台北市",2015/01/05,2015/01/06,"2014/12/27 下午 05:36:27",2,6200,60,"女","新竹縣","本國"
"台北市",2015/01/05,2015/01/06,"2014/12/27 下午 05:42:27",1,3100,60,"男","新竹市","本國"
"台北市",2015/02/14,2015/02/15,"2014/12/27 下午 12:31:27",1,3300,42,"男","台北市","本國"
"台南市",2014/12/29,2014/12/30,"2014/12/28 上午 01:23:28",1,3699,54,"女","台北市","本國"
"花蓮縣",2015/02/18,2015/02/19,"2014/12/28 上午 12:00:28",1,3840,43,"男","新北市","本國"
"花蓮縣",2015/02/05,2015/02/06,"2014/12/28 下午 08:22:28",1,2880,42,"女","台中市","本國"
"台南市",2015/01/10,2015/01/11,"2014/12/29 上午 10:08:29",1,4350,27,"女","桃園縣","本國"
"花蓮縣",2014/12/30,2014/12/31,"2014/12/3 上午 01:00:03",1,2880,35,"男","桃園縣","本國"
"台北市",2015/02/06,2015/02/09,"2014/12/3 上午 10:08:03",1,9700,48,"男","台北市","本國"
"台南市",2015/01/11,2015/01/12,"2014/12/3 上午 11:27:03",1,3888,46,"男","新竹市","本國"
"台南市",2014/12/12,2014/12/13,"2014/12/3 下午 01:25:03",1,3780,40,"女","高雄市","本國"
"花蓮縣",2014/12/29,2014/12/30,"2014/12/3 下午 03:12:41",1,2880,40,"女","台北市","本國"
"台南市",2015/02/27,2015/02/28,"2014/12/3 下午 03:15:27",1,5310,41,"女","台北市","本國"
"台南市",2015/02/27,2015/02/28,"2014/12/3 下午 03:16:03",1,4050,41,"男","台中市","本國"
"台南市",2014/12/09,2014/12/10,"2014/12/3 下午 04:52:03",1,3099,37,"男","新北市","本國"
"台北市",2015/02/06,2015/02/07,"2014/12/3 下午 10:55:03",1,4500,54,"男","新竹縣","本國"
"花蓮縣",2015/01/27,2015/01/28,"2014/12/30 上午 01:04:30",1,2880,34,"男","桃園縣","本國"
"花蓮縣",2015/02/05,2015/02/06,"2014/12/30 上午 08:41:02",1,2880,45,"男","屏東縣","本國"
"花蓮縣",2015/02/12,2015/02/13,"2014/12/30 下午 01:15:30",1,2880,53,"女","非台灣地區","外國"
"花蓮縣",2015/02/12,2015/02/13,"2014/12/30 下午 10:34:30",1,2880,46,"男","桃園縣","本國"
"花蓮縣",2015/02/17,2015/02/18,"2014/12/31 下午 03:05:31",1,2880,45,"男","台中市","本國"
"台南市",2015/03/07,2015/03/08,"2014/12/31 下午 04:20:40",4,24120,28,"女","基隆市","本國"
"台南市",2014/12/30,2014/12/31,"2014/12/4 下午 09:21:04",1,3500,39,"女","雲林縣","本國"
"台南市",2015/01/09,2015/01/11,"2014/12/5 上午 10:47:05",1,8276,62,"男","高雄市","本國"
"台南市",2014/12/31,2015/01/01,"2014/12/5 下午 04:05:05",1,4000,39,"女","新竹縣","本國"
"台南市",2014/12/14,2014/12/15,"2014/12/5 下午 05:52:05",1,2499,50,"女","台北市","本國"
"花蓮縣",2014/12/15,2014/12/16,"2014/12/5 下午 09:14:05",1,2880,39,"女","台北市","本國"
"臺東縣",2014/12/16,2014/12/17,"2014/12/5 下午 09:18:05",1,1800,39,"女","桃園縣","本國"
"台南市",2014/12/07,2014/12/08,"2014/12/6 上午 08:33:06",1,2499,61,"女","台中市","本國"
"花蓮縣",2015/01/29,2015/01/30,"2014/12/6 下午 05:29:19",1,2880,41,"女","高雄市","本國"
"臺東縣",2015/01/30,2015/01/31,"2014/12/6 下午 05:29:49",1,3360,41,"女","彰化縣","本國"
"台南市",2015/02/15,2015/02/17,"2014/12/6 下午 08:44:06",1,12000,42,"女","新北市","本國"
"花蓮縣",2014/12/23,2014/12/24,"2014/12/6 下午 11:17:06",1,2880,39,"男","新北市","本國"
"台南市",2014/12/13,2014/12/14,"2014/12/7 下午 04:45:07",1,5760,44,"男","桃園縣","本國"
"台南市",2015/01/24,2015/01/25,"2014/12/7 下午 08:51:07",1,6588,58,"女","台南市","本國"
"花蓮縣",2014/12/24,2014/12/25,"2014/12/8 上午 08:53:08",1,2880,47,"女","新竹縣","本國"
"台南市",2014/12/08,2014/12/09,"2014/12/8 上午 09:03:32",1,2499,46,"女","桃園縣","本國"
"台南市",2014/12/24,2014/12/26,"2014/12/8 上午 10:21:08",1,6198,55,"女","高雄市","本國"
"台南市",2015/01/11,2015/01/12,"2014/12/8 下午 01:31:08",3,17700,73,"女","雲林縣","本國"
"台南市",2014/12/18,2014/12/19,"2014/12/8 下午 03:33:44",1,2800,38,"女","雲林縣","本國"
"台南市",2014/12/10,2014/12/11,"2014/12/8 下午 06:07:08",1,2600,41,"男","新北市","本國"
"台南市",2014/12/25,2014/12/26,"2014/12/8 下午 08:18:08",1,3500,35,"男","新竹縣","本國"
"台南市",2014/12/25,2014/12/26,"2014/12/8 下午 08:22:08",1,3990,35,"男","新北市","本國"
"花蓮縣",2015/01/18,2015/01/19,"2014/12/8 下午 08:24:08",1,2880,33,"男","台中市","本國"
"台南市",2014/12/25,2014/12/26,"2014/12/8 下午 08:24:08",1,4480,35,"女","屏東縣","本國"
"台南市",2014/12/23,2014/12/25,"2014/12/9 上午 09:58:22",1,8000,58,"男","桃園縣","本國"
"台南市",2014/12/11,2014/12/12,"2014/12/9 上午 10:37:09",1,7700,38,"男","桃園縣","本國"
"台南市",2015/01/17,2015/01/18,"2014/12/9 下午 02:01:09",1,6588,37,"男","彰化縣","本國"
"台南市",2014/12/15,2014/12/16,"2014/12/9 下午 05:52:09",1,3200,33,"女","桃園縣","本國"
"花蓮縣",2014/04/21,2014/04/23,"2014/2/1 上午 10:18:01",2,11520,46,"男","台中市","本國"
"台南市",2014/03/29,2014/03/30,"2014/2/1 上午 12:10:01",1,6300,38,"男","桃園縣","本國"
"花蓮縣",2014/04/04,2014/04/05,"2014/2/1 下午 06:40:01",1,4320,36,"女","新竹縣","本國"
"台南市",2014/03/30,2014/03/31,"2014/2/10 上午 09:38:10",2,4998,48,"男","高雄市","本國"
"台南市",2014/02/12,2014/02/13,"2014/2/10 上午 09:52:10",2,5600,63,"女","台中市","本國"
"台北市",2014/02/23,2014/02/26,"2014/2/10 上午 11:57:10",1,8700,65,"男","桃園縣","本國"
"花蓮縣",2014/04/27,2014/04/28,"2014/2/10 下午 01:43:10",1,2880,40,"男","台中市","本國"
"台南市",2014/02/12,2014/02/13,"2014/2/10 下午 12:20:10",1,4000,62,"男","非台灣地區","外國"
"台南市",2014/03/01,2014/03/02,"2014/2/10 下午 12:22:10",1,4860,41,"女","桃園縣","本國"
"台南市",2014/02/12,2014/02/14,"2014/2/11 上午 12:39:11",1,7000,42,"女","台南市","本國"
"台北市",2014/03/02,2014/03/03,"2014/2/11 下午 10:22:11",1,2900,29,"男","台南市","本國"
"台北市",2014/02/27,2014/02/28,"2014/2/11 下午 11:18:11",1,3800,41,"男","新北市","本國"
"台北市",2014/02/22,2014/02/24,"2014/2/12 下午 04:28:12",1,7800,37,"男","嘉義縣","本國"
"台南市",2014/03/29,2014/03/30,"2014/2/13 上午 10:30:13",1,5396,49,"女","東山街","本國"
"台南市",2014/03/29,2014/03/30,"2014/2/13 上午 10:41:55",1,4860,37,"男","新竹市","本國"
"台南市",2014/03/29,2014/03/30,"2014/2/13 上午 10:55:13",1,5396,49,"女","高雄市","本國"
"臺東縣",2014/03/07,2014/03/08,"2014/2/13 下午 03:33:01",1,3360,50,"男","高雄市","本國"
"台北市",2014/04/12,2014/04/14,"2014/2/13 下午 04:22:13",1,7800,29,"女","新竹縣","本國"
"台北市",2014/04/12,2014/04/14,"2014/2/14 下午 03:06:14",1,6000,33,"女","彰化縣","本國"
"台南市",2014/03/14,2014/03/15,"2014/2/14 下午 11:26:14",1,2499,41,"男","台中市","本國"
"花蓮縣",2014/04/03,2014/04/04,"2014/2/15 下午 11:45:15",1,2880,35,"女","新北市","本國"
"台北市",2014/02/24,2014/02/26,"2014/2/16 上午 02:20:16",1,5800,57,"男","桃園縣","本國"
"台北市",2014/04/04,2014/04/06,"2014/2/16 上午 02:41:16",1,8000,48,"女","高雄市","本國"
"台北市",2014/02/27,2014/02/28,"2014/2/16 上午 03:35:16",1,3800,57,"男","新北市","本國"
"台南市",2014/04/05,2014/04/06,"2014/2/16 上午 10:45:16",1,7920,55,"女","台南市","本國"
"台南市",2014/04/05,2014/04/06,"2014/2/16 下午 06:17:16",1,3600,38,"男","高雄市","本國"
"台南市",2014/03/25,2014/03/26,"2014/2/17 上午 10:40:07",2,8000,42,"女","台中市","本國"
"花蓮縣",2014/03/14,2014/03/15,"2014/2/17 上午 12:20:17",1,2880,37,"女","台中市","本國"
"台南市",2014/03/28,2014/03/29,"2014/2/17 下午 01:07:17",1,6160,32,"男","屏東縣","本國"
"台北市",2014/05/26,2014/05/30,"2014/2/17 下午 01:07:17",1,11600,41,"男","台北市","本國"
"台北市",2014/03/26,2014/03/27,"2014/2/17 下午 05:06:17",1,2900,49,"男","中山路","本國"
"台北市",2014/03/27,2014/03/28,"2014/2/17 下午 05:12:17",1,2900,49,"男","新竹市","本國"
"台南市",2014/03/29,2014/03/30,"2014/2/17 下午 11:05:17",1,7920,56,"女","台北市","本國"
"台南市",2014/02/27,2014/02/28,"2014/2/18 下午 05:31:18",1,3300,44,"女","新竹市","本國"
"花蓮縣",2014/03/02,2014/03/03,"2014/2/19 上午 02:31:19",1,2880,30,"女","高雄市","本國"
"台南市",2014/02/24,2014/02/25,"2014/2/19 上午 11:37:19",1,3500,28,"男","台中市","本國"
"花蓮縣",2014/03/02,2014/03/03,"2014/2/19 下午 03:44:40",1,2880,54,"男","高雄市","本國"
"台南市",2014/03/09,2014/03/10,"2014/2/2 上午 08:27:02",1,3500,48,"女","高雄市","本國"
"台南市",2014/02/07,2014/02/08,"2014/2/2 下午 10:55:41",1,4480,58,"女","南投縣","本國"
"花蓮縣",2014/03/14,2014/03/16,"2014/2/20 下午 04:50:20",1,6720,36,"男","高雄市","本國"
"台南市",2014/02/22,2014/02/23,"2014/2/20 下午 10:02:20",1,5760,39,"男","非台灣地區","外國"
"台南市",2014/02/27,2014/02/28,"2014/2/20 下午 10:07:20",1,4396,45,"女","桃園縣","本國"
"台北市",2014/02/28,2014/03/01,"2014/2/21 上午 08:50:33",1,3100,39,"女","台中市","本國"
"台南市",2014/03/02,2014/03/03,"2014/2/21 下午 10:09:33",1,4396,25,"女","非台灣地區","外國"
"台北市",2014/04/10,2014/04/13,"2014/2/21 下午 11:49:21",3,27300,37,"女","台北市","本國"
"台南市",2014/02/27,2014/02/28,"2014/2/22 上午 09:13:22",1,3780,32,"女","桃園縣","本國"
"桃園縣",2014/04/19,2014/04/21,"2014/2/22 上午 09:33:22",1,5800,29,"男","台北市","本國"
"台北市",2014/03/11,2014/03/12,"2014/2/22 下午 02:52:22",1,2900,53,"男","新竹縣","本國"
"台南市",2014/02/27,2014/02/28,"2014/2/23 下午 09:20:23",1,3780,36,"女","非台灣地區","外國"
"臺東縣",2014/04/03,2014/04/04,"2014/2/23 下午 10:19:23",1,3360,46,"女","台中市","本國"
"台北市",2014/04/14,2014/04/17,"2014/2/23 下午 11:36:23",1,11400,72,"女","台北市","本國"
"台北市",2014/04/14,2014/04/17,"2014/2/23 下午 11:49:23",1,8700,72,"女","屏東縣","本國"
"台南市",2014/02/27,2014/02/28,"2014/2/24 上午 12:04:24",1,3300,38,"女","非台灣地區","外國"
"花蓮縣",2014/03/27,2014/03/28,"2014/2/24 下午 02:54:24",1,2880,38,"女","非台灣地區","外國"
"花蓮縣",2014/03/18,2014/03/19,"2014/2/25 上午 11:40:25",1,2880,49,"男","非台灣地區","外國"
"台南市",2014/03/13,2014/03/14,"2014/2/25 下午 12:53:03",1,6798,26,"女","非台灣地區","外國"
"台南市",2014/03/10,2014/03/11,"2014/2/26 下午 05:47:26",1,2499,42,"男","新竹市","本國"
"台南市",2014/03/23,2014/03/24,"2014/2/27 上午 08:50:42",1,3500,39,"女","非台灣地區","外國"
"台南市",2014/03/24,2014/03/25,"2014/2/27 上午 08:51:19",1,3500,39,"男","新北市","本國"
"台南市",2014/03/15,2014/03/16,"2014/2/27 上午 08:52:06",2,9720,43,"女","新北市","本國"
"台南市",2014/03/11,2014/03/12,"2014/2/27 上午 10:17:40",1,2499,56,"女","苗粟縣","本國"
"台北市",2014/03/27,2014/03/29,"2014/2/27 下午 04:06:27",1,6000,29,"男","高雄市","本國"
"台北市",2014/03/19,2014/03/20,"2014/2/27 下午 06:37:27",2,5800,55,"男","台南市","本國"
"台北市",2014/03/19,2014/03/20,"2014/2/27 下午 06:43:27",2,5800,55,"男","台中市","本國"
"花蓮縣",2014/03/15,2014/03/16,"2014/2/27 下午 10:06:27",1,2880,42,"男","新北市","本國"
"台南市",2014/04/04,2014/04/05,"2014/2/28 上午 10:01:28",1,5760,49,"女","新北市","本國"
"台北市",2014/04/06,2014/04/09,"2014/2/28 下午 06:48:28",1,8700,56,"男","桃園縣","本國"
"台北市",2014/04/06,2014/04/09,"2014/2/28 下午 07:05:28",1,8700,56,"女","台中市","本國"
"台北市",2014/04/01,2014/04/02,"2014/2/28 下午 10:37:28",1,3800,38,"女","台北市","本國"
"台北市",2014/03/14,2014/03/17,"2014/2/3 上午 11:14:19",1,9100,44,"男","台南市","本國"
"花蓮縣",2014/02/16,2014/02/17,"2014/2/3 下午 03:24:53",1,2880,32,"女","新北市","本國"
"台南市",2014/02/06,2014/02/07,"2014/2/3 下午 06:43:03",1,3990,46,"女","台中市","本國"
"台南市",2014/03/09,2014/03/10,"2014/2/3 下午 12:06:03",1,2499,50,"男","鼓山區","本國"
"台南市",2014/02/07,2014/02/08,"2014/2/4 上午 11:33:04",1,4480,48,"女","新竹市","本國"
"台南市",2014/03/16,2014/03/22,"2014/2/4 下午 01:31:04",1,14994,36,"男","桃園縣","本國"
"台南市",2014/02/12,2014/02/13,"2014/2/4 下午 08:20:04",2,4998,53,"男","非台灣地區","外國"
"臺東縣",2014/02/10,2014/02/11,"2014/2/4 下午 08:26:04",1,3360,52,"女","新北市","本國"
"台南市",2014/02/11,2014/02/12,"2014/2/5 上午 08:13:05",1,3000,28,"男","桃園縣","本國"
"台南市",2014/02/16,2014/02/17,"2014/2/5 上午 10:59:05",1,3780,59,"男","雲林縣","本國"
"台南市",2014/03/19,2014/03/22,"2014/2/5 上午 11:02:34",2,14994,36,"女","桃園縣","本國"
"台南市",2014/03/22,2014/03/23,"2014/2/5 上午 11:03:18",3,12000,36,"女","非台灣地區","外國"
"台南市",2014/03/23,2014/03/24,"2014/2/5 上午 11:03:51",3,7497,36,"女","非台灣地區","外國"
"台南市",2014/02/07,2014/02/08,"2014/2/5 上午 11:39:05",3,9900,43,"男","彰化縣","本國"
"台北市",2014/04/22,2014/04/23,"2014/2/5 下午 01:25:05",1,3800,50,"女","永和區","本國"
"台北市",2014/04/22,2014/04/23,"2014/2/5 下午 01:33:05",1,2900,50,"男","高雄市","本國"
"台北市",2014/05/23,2014/05/24,"2014/2/5 下午 02:04:05",1,3100,31,"女","新北市","本國"
"花蓮縣",2014/04/09,2014/04/10,"2014/2/5 下午 02:48:43",1,2880,41,"男","台北市","本國"
"台北市",2014/02/11,2014/02/13,"2014/2/5 下午 03:25:05",1,7600,51,"女","台中市","本國"
"台北市",2014/02/28,2014/03/01,"2014/2/6 上午 06:20:06",1,3100,50,"女","台北市","本國"
"台南市",2014/02/19,2014/02/20,"2014/2/6 下午 08:15:06",1,3000,71,"女","台中市","本國"
"台南市",2014/02/09,2014/02/10,"2014/2/6 下午 09:18:06",1,5199,57,"男","高雄市","本國"
"台南市",2014/02/09,2014/02/10,"2014/2/6 下午 10:07:06",1,3500,67,"男","台中市","本國"
"台南市",2014/02/22,2014/02/23,"2014/2/7 下午 03:04:07",3,14580,47,"男","台中市","本國"
"花蓮縣",2014/02/13,2014/02/14,"2014/2/7 下午 06:01:07",1,2880,33,"女","宜蘭縣","本國"
"台南市",2014/03/07,2014/03/08,"2014/2/7 下午 06:53:07",1,5800,47,"男","台中市","本國"
"台南市",2014/02/10,2014/02/12,"2014/2/7 下午 10:25:07",1,7398,30,"女","台中市","本國"
"臺東縣",2014/02/16,2014/02/17,"2014/2/8 下午 10:41:08",1,1800,45,"女","新北市","本國"
"台南市",2014/02/16,2014/02/17,"2014/2/9 上午 04:35:10",1,5800,27,"女","非台灣地區","外國"
"台南市",2014/02/16,2014/02/17,"2014/2/9 上午 04:35:44",1,5199,27,"男","桃園縣","本國"
"台南市",2014/03/08,2014/03/09,"2014/2/9 上午 04:38:47",1,4860,32,"女","台北市","本國"
"台南市",2014/02/23,2014/02/25,"2014/2/9 下午 01:22:09",1,11600,44,"男","台中市","本國"
"台南市",2014/02/25,2014/02/26,"2014/2/9 下午 01:35:09",1,3699,44,"女","台北市","本國"
"台南市",2014/02/18,2014/02/19,"2014/2/9 下午 08:59:09",1,3500,33,"男","新竹縣","本國"
"台南市",2014/02/18,2014/02/19,"2014/2/9 下午 11:28:09",1,2499,37,"女","新北市","本國"
"花蓮縣",2014/04/03,2014/04/04,"2014/2/9 下午 12:13:08",1,2880,41,"女","新竹市","本國"
"臺東縣",2014/04/04,2014/04/05,"2014/3/1 上午 06:07:01",1,4480,48,"女","彰化縣","本國"
"台南市",2014/03/04,2014/03/05,"2014/3/1 下午 11:05:01",1,6798,47,"男","新北市","本國"
"台南市",2014/03/14,2014/03/15,"2014/3/10 上午 10:31:10",1,3998,66,"女","高雄市","本國"
"台南市",2014/04/04,2014/04/05,"2014/3/10 下午 04:16:34",1,4860,41,"男","非台灣地區","外國"
"台南市",2014/04/04,2014/04/06,"2014/3/10 下午 05:17:10",1,8000,41,"女","新北市","本國"
"花蓮縣",2014/03/30,2014/03/31,"2014/3/10 下午 05:24:10",1,2880,46,"女","台北市","本國"
"台南市",2014/04/24,2014/04/25,"2014/3/11 上午 08:23:11",1,5998,43,"女","高雄市","本國"
"花蓮縣",2014/03/21,2014/03/22,"2014/3/11 上午 11:28:11",1,2880,41,"男","桃園縣","本國"
"花蓮縣",2014/03/18,2014/03/19,"2014/3/11 上午 12:01:24",1,2880,46,"男","雲林縣","本國"
"台南市",2014/03/14,2014/03/15,"2014/3/11 下午 07:37:11",1,5800,40,"男","桃園縣","本國"
"台南市",2014/03/21,2014/03/22,"2014/3/11 下午 07:45:11",1,3500,63,"女","台北市","本國"
"台北市",2014/04/06,2014/04/08,"2014/3/11 下午 09:57:11",1,5800,34,"男","非台灣地區","外國"
"台南市",2014/03/14,2014/03/15,"2014/3/12 上午 08:23:12",1,3500,37,"女","新竹縣","本國"
"台南市",2014/03/16,2014/03/17,"2014/3/12 上午 10:03:12",1,6160,43,"男","新竹縣","本國"
"台南市",2014/05/23,2014/05/24,"2014/3/12 下午 04:36:12",2,7560,39,"女","台北市","本國"
"台北市",2014/05/11,2014/05/12,"2014/3/13 上午 08:46:59",1,3800,45,"男","南投縣","本國"
"台南市",2014/03/14,2014/03/15,"2014/3/13 下午 01:08:13",1,3500,43,"女","東區豐","本國"
"台南市",2014/04/06,2014/04/07,"2014/3/13 下午 01:10:34",1,6160,45,"男","台南市","本國"
"台北市",2014/03/16,2014/03/17,"2014/3/14 上午 10:33:23",1,2900,31,"男","台中市","本國"
"台南市",2014/03/20,2014/03/21,"2014/3/14 下午 04:49:14",1,5800,46,"男","高雄市","本國"
"台中市",2014/04/04,2014/04/05,"2014/3/15 上午 08:53:15",1,3600,45,"女","桃園縣","本國"
"花蓮縣",2014/04/07,2014/04/08,"2014/3/15 下午 02:25:15",1,2880,27,"女","非台灣地區","外國"
"花蓮縣",2014/04/10,2014/04/11,"2014/3/15 下午 08:45:15",1,2880,39,"女","台北市","本國"
