City,Checkin Date,Checkout Date,Booked Time,Quantity,Amount,Age,Gender,Hometown,isForeigner
west,2014-05-19,2014-05-20,2014-05-13 14:35:15,1,3990,57,male,high,no
west,2014-06-22,2014-06-23,2014-05-13 14:38:39,1,5199,39,female,highest,no
east,2014-05-29,2014-05-30,2014-05-13 17:54:13,1,1976,24,female,high,no
west,2014-05-15,2014-05-16,2014-05-13 12:53:13,1,6800,54,male,low,no
east,2014-05-19,2014-05-20,2014-05-14 13:49:14,1,3552,38,male,others,no
west,2014-05-25,2014-05-26,2014-05-14 15:10:42,1,3500,45,male,high,no
west,2014-07-06,2014-07-07,2014-05-14 22:22:14,1,7040,34,female,high,no
west,2014-05-23,2014-05-24,2014-05-15 13:50:15,1,3700,43,male,low,no
west,2014-05-30,2014-05-31,2014-05-15 14:41:15,1,2600,52,female,high,no
west,2014-07-11,2014-07-12,2014-05-15 15:50:25,1,5800,39,male,high,no
west,2014-08-03,2014-08-04,2014-05-15 16:09:15,1,5800,43,male,foreign,yes
east,2014-06-21,2014-06-22,2014-05-16 13:10:16,1,3840,41,female,highest,no
west,2014-05-19,2014-05-20,2014-05-16 14:38:16,2,5200,42,female,high,no
west,2014-05-19,2014-05-20,2014-05-16 14:45:16,1,2600,42,male,highest,no
west,2014-06-14,2014-06-15,2014-05-17 01:32:17,1,4000,34,female,high,no
east,2014-06-08,2014-06-09,2014-05-17 02:03:17,1,2880,42,female,low,no
west,2014-07-24,2014-07-25,2014-05-17 11:39:17,1,5500,47,male,high,no
west,2014-07-25,2014-07-26,2014-05-17 19:12:17,1,4560,46,female,high,no
west,2014-07-19,2014-07-20,2014-05-18 08:45:47,1,7000,48,female,foreign,yes
west,2014-06-09,2014-06-10,2014-05-18 10:13:18,1,6160,45,female,highest,no
city,2014-06-09,2014-06-11,2014-05-18 13:14:18,1,5800,53,male,high,no
west,2014-07-04,2014-07-05,2014-05-19 08:50:29,1,3500,56,male,high,no
west,2014-06-02,2014-06-03,2014-05-19 11:30:19,1,3780,46,female,highest,no
west,2014-06-08,2014-06-09,2014-05-19 14:38:19,2,12320,40,male,high,no
west,2014-06-15,2014-06-16,2014-05-19 16:07:43,2,6198,42,male,low,no
west,2014-05-06,2014-05-07,2014-05-02 10:29:02,2,7000,29,male,highest,no
west,2014-06-17,2014-06-18,2014-05-02 11:48:02,3,8400,63,male,highest,no
city,2014-06-06,2014-06-07,2014-05-02 13:01:02,1,4000,60,female,highest,no
east,2014-06-18,2014-06-19,2014-05-02 17:13:02,1,3360,52,male,high,no
west,2014-06-06,2014-06-07,2014-05-02 23:03:02,1,2600,37,male,highest,no
west,2014-06-06,2014-06-07,2014-05-02 23:10:02,1,2600,37,female,highest,no
east,2014-07-08,2014-07-09,2014-05-20 10:43:20,1,3920,36,male,foreign,yes
west,2014-06-05,2014-06-07,2014-05-20 11:19:20,1,11600,35,female,highest,no
west,2014-05-23,2014-05-24,2014-05-20 11:33:20,1,6160,44,female,highest,no
east,2014-06-09,2014-06-10,2014-05-20 13:39:20,1,2880,41,female,high,no
west,2014-05-30,2014-05-31,2014-05-20 16:01:20,1,3500,54,female,highest,no
east,2014-06-24,2014-06-25,2014-05-20 23:52:20,1,2880,37,male,high,no
west,2014-07-09,2014-07-10,2014-05-21 16:15:21,1,5800,37,female,highest,no
west,2014-05-26,2014-05-28,2014-05-21 18:21:21,1,7000,42,female,highest,no
west,2014-06-28,2014-06-29,2014-05-21 19:11:21,1,7920,47,male,highest,no
city,2014-06-01,2014-06-03,2014-05-21 21:58:21,1,5800,47,male,high,no
west,2014-05-23,2014-05-24,2014-05-22 09:49:22,1,3500,41,male,high,no
city,2014-07-12,2014-07-13,2014-05-22 13:43:04,1,3100,27,female,highest,no
west,2014-07-03,2014-07-04,2014-05-22 18:22:22,1,5500,52,female,highest,no
east,2014-06-08,2014-06-09,2014-05-23 09:00:37,1,2880,48,female,foreign,yes
west,2014-06-29,2014-06-30,2014-05-23 11:09:23,1,5199,48,female,high,no
city,2014-06-22,2014-06-24,2014-05-23 00:48:23,3,17400,53,male,high,no
west,2014-05-26,2014-05-27,2014-05-23 14:51:02,1,2499,42,male,high,no
city,2014-06-18,2014-06-20,2014-05-23 16:51:23,1,5800,30,male,highest,no
east,2014-06-05,2014-06-07,2014-05-23 21:33:23,1,5760,22,male,highest,no
west,2014-06-18,2014-06-22,2014-05-24 11:47:24,1,14500,42,female,highest,no
city,2014-05-31,2014-06-04,2014-05-25 11:39:25,1,15400,46,male,highest,no
west,2014-07-02,2014-07-04,2014-05-25 20:55:25,1,4998,47,female,high,no
east,2014-06-02,2014-06-03,2014-05-25 23:22:25,1,2880,48,male,highest,no
west,2014-06-09,2014-06-10,2014-05-26 10:45:26,1,2499,37,male,highest,no
west,2014-05-27,2014-05-28,2014-05-26 11:14:26,1,2499,36,male,foreign,yes
city,2014-08-28,2014-08-29,2014-05-26 16:39:26,1,2900,35,male,high,no
west,2014-06-01,2014-06-02,2014-05-26 22:46:26,1,6400,46,female,high,no
east,2014-06-13,2014-06-14,2014-05-26 23:12:26,1,2880,38,female,highest,no
city,2014-05-30,2014-05-31,2014-05-27 01:48:27,1,3100,29,male,highest,no
city,2014-05-29,2014-05-30,2014-05-27 02:04:27,1,2900,29,male,highest,no
west,2014-06-08,2014-06-09,2014-05-27 08:46:17,1,2499,36,female,highest,no
west,2014-07-14,2014-07-15,2014-05-27 10:02:27,1,6000,49,male,highest,no
east,2014-08-09,2014-08-10,2014-05-27 00:00:27,1,4480,43,female,highest,no
east,2014-06-27,2014-06-28,2014-05-27 14:01:27,1,1800,46,female,foreign,yes
east,2014-08-11,2014-08-12,2014-05-27 14:47:27,1,2100,46,female,highest,no
east,2014-08-12,2014-08-13,2014-05-27 14:49:27,1,2100,46,male,highest,no
west,2014-05-30,2014-05-31,2014-05-27 16:07:27,1,3500,44,female,highest,no
west,2014-07-02,2014-07-03,2014-05-27 22:37:27,3,18000,49,male,highest,no
west,2014-07-24,2014-07-25,2014-05-27 22:43:27,1,5500,53,female,highest,no
west,2014-06-02,2014-06-03,2014-05-27 12:13:27,1,3200,43,female,high,no
west,2014-06-05,2014-06-06,2014-05-28 08:55:57,1,2800,45,male,high,no
city,2014-06-01,2014-06-02,2014-05-28 11:00:28,1,3800,48,male,high,no
west,2014-06-29,2014-06-30,2014-05-28 15:54:36,1,3500,46,female,foreign,yes
west,2014-06-28,2014-06-29,2014-05-28 15:56:11,1,4000,46,female,highest,no
west,2014-06-05,2014-06-06,2014-05-28 15:56:56,1,3780,45,male,high,no
west,2014-06-01,2014-06-02,2014-05-28 22:49:28,1,6900,50,male,lowest,no
city,2014-08-01,2014-08-03,2014-05-28 12:08:28,1,6200,53,male,high,no
west,2014-07-04,2014-07-05,2014-05-29 13:16:29,1,3200,50,female,high,no
west,2014-06-27,2014-06-28,2014-05-29 14:03:29,1,5199,45,male,high,no
west,2014-06-06,2014-06-07,2014-05-29 15:59:01,1,2499,37,male,high,no
east,2014-06-23,2014-06-24,2014-05-29 18:01:29,1,2880,42,male,high,no
west,2014-08-24,2014-08-25,2014-05-29 20:29:29,2,11600,22,female,lowest,no
city,2014-06-17,2014-06-18,2014-05-29 20:56:29,2,5800,42,female,high,no
west,2014-08-09,2014-08-10,2014-05-29 21:02:29,1,4000,48,male,high,no
east,2014-06-11,2014-06-13,2014-05-03 09:50:03,1,5760,57,male,highest,no
east,2014-05-16,2014-05-17,2014-05-03 15:08:03,1,3360,42,female,high,no
west,2014-05-09,2014-05-10,2014-05-03 23:20:03,1,2600,35,female,low,no
west,2014-06-12,2014-06-13,2014-05-30 11:10:30,1,6160,45,female,highest,no
west,2014-08-10,2014-08-11,2014-05-30 11:21:10,1,3200,59,male,high,no
west,2014-08-10,2014-08-11,2014-05-30 11:22:54,5,20000,59,male,high,no
east,2014-06-05,2014-06-06,2014-05-30 13:32:00,1,1800,40,female,foreign,yes
east,2014-06-15,2014-06-16,2014-05-30 13:34:50,1,2880,53,female,foreign,yes
west,2014-06-03,2014-06-04,2014-05-30 18:35:30,1,2600,39,male,high,no
city,2014-06-22,2014-06-23,2014-05-30 18:42:30,1,2900,66,male,high,no
west,2014-07-07,2014-07-08,2014-05-30 21:54:30,1,6000,29,male,high,no
west,2014-06-03,2014-06-04,2014-05-31 10:09:31,1,3500,56,female,high,no
east,2014-07-18,2014-07-19,2014-05-31 10:41:31,1,3360,35,male,highest,no
city,2014-08-07,2014-08-10,2014-05-31 00:01:31,1,9100,47,male,low,no
east,2014-06-05,2014-06-06,2014-05-31 21:23:31,1,2880,36,female,highest,no
west,2014-07-10,2014-07-11,2014-05-31 22:24:31,1,5199,30,male,low,no
west,2014-07-17,2014-07-18,2014-05-04 21:51:04,1,2499,44,female,high,no
west,2014-05-10,2014-05-11,2014-05-05 02:37:05,1,6900,47,female,highest,no
city,2014-05-18,2014-05-19,2014-05-05 09:39:05,1,2900,55,female,high,no
west,2014-05-11,2014-05-12,2014-05-05 11:25:05,1,2499,50,female,high,no
east,2014-06-02,2014-06-03,2014-05-05 00:08:05,1,2880,36,female,high,no
west,2014-06-03,2014-06-04,2014-05-05 14:31:42,1,6160,42,female,high,no
west,2014-05-08,2014-05-09,2014-05-05 16:03:05,1,2600,38,female,highest,no
east,2014-05-21,2014-05-22,2014-05-05 22:58:05,1,1976,48,female,highest,no
east,2014-05-11,2014-05-12,2014-05-05 23:48:05,1,2880,45,female,low,no
west,2014-05-22,2014-05-23,2014-05-06 09:14:15,1,2800,50,male,highest,no
west,2014-05-11,2014-05-12,2014-05-06 09:47:06,1,3500,55,female,high,no
west,2014-06-01,2014-06-02,2014-05-06 11:18:06,2,12800,38,female,foreign,yes
west,2014-06-14,2014-06-15,2014-05-06 11:43:06,1,6400,57,female,low,no
west,2014-05-08,2014-05-09,2014-05-07 00:13:07,1,6160,42,female,high,no
west,2014-05-21,2014-05-22,2014-05-07 16:05:07,1,2600,43,female,highest,no
west,2014-05-09,2014-05-10,2014-05-07 23:11:07,1,3500,46,male,high,no
west,2014-05-10,2014-05-11,2014-05-07 23:42:07,1,5130,46,male,high,no
west,2014-06-27,2014-06-28,2014-05-08 08:22:08,1,5400,35,female,foreign,yes
west,2014-06-05,2014-06-07,2014-05-08 14:16:08,3,21000,53,male,high,no
west,2014-06-05,2014-06-07,2014-05-08 14:19:08,1,7000,53,male,low,no
west,2014-06-26,2014-06-28,2014-05-09 02:36:09,1,4998,47,female,high,no
city,2014-08-30,2014-09-01,2014-05-09 11:02:09,1,6000,44,male,highest,no
west,2014-05-14,2014-05-15,2014-05-09 11:24:09,1,3099,61,male,highest,no
city,2014-06-07,2014-06-09,2014-05-09 00:05:09,1,6000,35,male,low,no
west,2014-05-13,2014-05-14,2014-05-09 16:40:09,2,11800,57,female,highest,no
west,2014-05-13,2014-05-14,2014-05-09 18:08:09,1,4999,27,female,highest,no
west,2014-08-25,2014-08-26,2014-05-09 12:25:09,1,3200,42,female,lowest,no
east,2014-07-18,2014-07-19,2014-06-01 07:47:01,1,3360,43,female,low,no
east,2014-07-14,2014-07-15,2014-06-01 08:13:01,1,3360,42,male,highest,no
west,2014-06-23,2014-06-24,2014-06-01 09:30:01,1,3990,45,female,high,no
east,2014-08-18,2014-08-19,2014-06-01 14:40:01,1,3360,38,female,highest,no
west,2014-06-24,2014-06-25,2014-06-10 17:52:10,1,3780,43,male,high,no
west,2014-08-02,2014-08-03,2014-06-10 20:22:10,3,18900,49,female,foreign,yes
west,2014-06-16,2014-06-17,2014-06-10 20:51:10,1,6160,60,male,high,no
west,2014-06-20,2014-06-21,2014-06-10 22:48:10,1,3500,37,male,highest,no
west,2014-06-18,2014-06-19,2014-06-10 12:44:10,1,3500,39,male,others,no
west,2014-08-03,2014-08-04,2014-06-11 09:00:11,1,4599,45,male,highest,no
west,2014-06-14,2014-06-15,2014-06-11 09:22:40,1,4860,49,female,high,no
west,2014-07-08,2014-07-12,2014-06-11 10:21:11,1,9996,44,female,high,no
west,2014-07-01,2014-07-03,2014-06-11 10:26:11,1,7000,43,male,high,no
east,2014-06-14,2014-06-15,2014-06-11 00:06:11,1,2700,38,male,high,no
east,2014-08-13,2014-08-14,2014-06-11 13:26:11,1,3360,44,male,highest,no
west,2014-07-15,2014-07-16,2014-06-11 15:15:11,2,9120,53,female,highest,no
east,2014-08-01,2014-08-02,2014-06-11 15:16:11,1,3360,42,female,high,no
east,2014-06-16,2014-06-17,2014-06-11 15:28:11,1,2880,47,male,low,no
west,2014-07-23,2014-07-24,2014-06-11 19:23:11,1,5500,49,female,high,no
west,2014-06-20,2014-06-21,2014-06-11 21:35:11,1,3500,32,male,highest,no
west,2014-07-13,2014-07-14,2014-06-11 22:27:11,1,5199,47,female,highest,no
west,2014-08-05,2014-08-06,2014-06-12 13:13:12,1,5500,43,female,high,no
east,2014-06-25,2014-06-26,2014-06-12 16:44:13,1,2880,52,male,highest,no
east,2014-08-30,2014-09-01,2014-06-12 16:49:26,1,7680,41,male,high,no
east,2014-08-12,2014-08-13,2014-06-12 18:03:12,1,3360,40,female,high,no
west,2014-07-03,2014-07-04,2014-06-12 18:51:12,1,5800,50,male,high,no
east,2014-06-23,2014-06-24,2014-06-12 12:51:12,1,3360,47,male,lowest,no
east,2014-06-22,2014-06-23,2014-06-13 08:15:13,1,4200,50,female,high,no
east,2014-08-25,2014-08-26,2014-06-13 00:02:13,2,6720,39,male,high,no
west,2014-07-07,2014-07-08,2014-06-13 13:58:13,1,5800,39,female,high,no
west,2014-07-07,2014-07-08,2014-06-13 14:21:13,1,5800,43,male,high,no
west,2014-07-24,2014-07-26,2014-06-13 14:23:13,1,7000,41,male,high,no
east,2014-08-20,2014-08-21,2014-06-13 14:32:13,1,3360,43,male,low,no
east,2014-07-29,2014-07-30,2014-06-13 23:15:13,1,3360,38,female,highest,no
west,2014-06-22,2014-06-23,2014-06-14 02:18:14,1,5800,46,male,highest,no
west,2014-07-11,2014-07-12,2014-06-14 08:33:14,1,4799,42,female,highest,no
west,2014-07-03,2014-07-04,2014-06-14 22:35:34,1,5199,48,female,high,no
west,2014-06-20,2014-06-21,2014-06-14 12:49:14,1,2499,51,male,high,no
east,2014-07-03,2014-07-04,2014-06-15 06:23:15,1,2200,33,male,highest,no
east,2014-08-26,2014-08-27,2014-06-15 00:45:15,1,3360,43,female,highest,no
west,2014-07-17,2014-07-18,2014-06-15 16:38:15,1,6000,52,female,high,no
west,2014-07-13,2014-07-14,2014-06-15 16:54:15,1,4799,57,female,high,no
east,2014-06-19,2014-06-20,2014-06-15 19:02:15,1,2880,41,female,highest,no
west,2014-07-21,2014-07-22,2014-06-15 20:38:15,1,5500,46,female,highest,no
west,2014-08-09,2014-08-10,2014-06-15 20:51:15,1,7500,48,female,foreign,yes
east,2014-08-20,2014-08-21,2014-06-15 21:06:15,1,3360,52,male,high,no
west,2014-08-02,2014-08-03,2014-06-15 23:30:15,1,4000,35,female,high,no
west,2014-07-03,2014-07-05,2014-06-16 01:19:16,1,14080,43,male,highest,no
city,2014-08-31,2014-09-01,2014-06-16 09:53:16,1,2900,32,male,high,no
west,2014-07-03,2014-07-04,2014-06-16 15:35:16,1,4000,67,female,high,no
east,2014-08-07,2014-08-08,2014-06-16 15:37:16,1,3360,47,female,high,no
west,2014-06-18,2014-06-19,2014-06-16 17:48:12,2,7560,35,female,high,no
west,2014-06-29,2014-06-30,2014-06-16 19:23:16,1,2499,45,male,highest,no
east,2014-08-28,2014-08-29,2014-06-16 22:28:16,1,3360,38,female,high,no
city,2014-07-15,2014-07-16,2014-06-16 23:11:16,1,3800,41,female,high,no
city,2014-09-06,2014-09-09,2014-06-16 23:43:16,1,8900,49,female,high,no
west,2014-07-07,2014-07-08,2014-06-17 01:29:17,1,3200,31,female,low,no
west,2014-06-30,2014-07-01,2014-06-17 09:20:17,1,2499,45,male,low,no
west,2014-08-15,2014-08-16,2014-06-17 15:43:17,1,5500,49,female,foreign,yes
east,2014-06-22,2014-06-23,2014-06-17 18:26:17,1,2200,42,female,high,no
west,2014-07-06,2014-07-07,2014-06-17 23:08:17,1,2600,44,female,highest,no
west,2014-06-23,2014-06-24,2014-06-17 23:14:17,1,3500,35,male,high,no
west,2014-07-06,2014-07-07,2014-06-17 23:16:17,1,3500,31,female,low,no
west,2014-06-18,2014-06-21,2014-06-17 12:08:17,1,10500,33,male,high,no
west,2014-07-15,2014-07-16,2014-06-18 08:55:05,1,6000,44,male,high,no
east,2014-06-27,2014-06-28,2014-06-18 09:09:18,1,1800,23,male,high,no
east,2014-08-23,2014-08-24,2014-06-18 11:02:18,1,4320,39,male,high,no
west,2014-08-15,2014-08-16,2014-06-18 20:43:18,1,2600,35,female,foreign,yes
west,2014-08-15,2014-08-16,2014-06-18 20:46:18,1,2600,35,female,low,no
west,2014-06-22,2014-06-23,2014-06-19 13:10:19,1,2499,43,male,lowest,no
east,2014-08-06,2014-08-07,2014-06-19 16:16:19,1,4200,48,male,highest,no
west,2014-07-11,2014-07-12,2014-06-19 16:31:19,1,2499,43,male,low,no
west,2014-07-24,2014-07-25,2014-06-19 16:44:19,1,3200,47,male,high,no
west,2014-06-29,2014-06-30,2014-06-19 17:51:19,1,3990,63,female,high,no
west,2014-08-01,2014-08-03,2014-06-19 22:34:19,1,7500,42,male,highest,no
west,2014-08-10,2014-08-11,2014-06-19 23:00:19,1,3299,42,male,highest,no
west,2014-08-10,2014-08-11,2014-06-19 23:12:19,2,9198,42,female,high,no
east,2014-06-25,2014-06-26,2014-06-19 12:26:19,2,4400,62,female,highest,no
east,2014-08-20,2014-08-21,2014-06-19 12:58:19,1,3360,41,female,highest,no
west,2014-06-03,2014-06-04,2014-06-02 15:03:02,1,3500,33,female,high,no
west,2014-07-20,2014-07-21,2014-06-02 18:16:24,4,9996,41,female,high,no
east,2014-06-16,2014-06-18,2014-06-02 19:06:02,1,5760,42,male,high,no
west,2014-06-08,2014-06-09,2014-06-02 23:08:02,1,3500,38,male,lowest,no
east,2014-07-22,2014-07-23,2014-06-02 23:54:02,1,3360,45,male,highest,no
city,2014-08-14,2014-08-17,2014-06-02 23:59:02,1,9100,43,male,high,no
east,2014-08-17,2014-08-19,2014-06-20 10:29:20,2,14880,56,female,high,no
west,2014-06-24,2014-06-25,2014-06-20 13:14:20,1,5400,52,male,high,no
west,2014-06-30,2014-07-01,2014-06-20 13:58:21,1,3500,22,female,foreign,yes
west,2014-08-19,2014-08-20,2014-06-20 15:28:20,1,5400,44,male,high,no
west,2014-08-12,2014-08-13,2014-06-20 21:04:20,1,4560,44,female,foreign,yes
east,2014-08-13,2014-08-14,2014-06-20 21:42:20,1,3360,39,male,others,no
east,2014-07-31,2014-08-01,2014-06-21 01:00:21,1,3360,38,male,highest,no
west,2014-07-02,2014-07-03,2014-06-21 10:52:21,1,7040,46,male,high,no
west,2014-08-03,2014-08-04,2014-06-21 10:58:21,1,5500,49,female,high,no
east,2014-07-09,2014-07-10,2014-06-21 11:52:30,1,2200,30,female,highest,no
west,2014-07-18,2014-07-19,2014-06-21 17:23:21,1,3500,62,female,highest,no
east,2014-08-26,2014-08-27,2014-06-21 21:39:21,1,3360,45,male,foreign,yes
west,2014-06-26,2014-06-27,2014-06-21 22:25:21,1,3500,64,female,others,no
west,2014-07-10,2014-07-11,2014-06-22 17:01:22,1,4799,41,female,high,no
east,2014-07-01,2014-07-02,2014-06-22 20:35:22,1,2100,39,female,foreign,yes
west,2014-06-29,2014-06-30,2014-06-22 21:30:22,1,5800,48,male,high,no
west,2014-06-27,2014-06-28,2014-06-22 22:44:22,1,3500,43,male,high,no
west,2014-07-07,2014-07-08,2014-06-22 12:15:22,1,6000,43,female,highest,no
west,2014-08-15,2014-08-16,2014-06-23 13:17:23,1,3500,40,male,high,no
west,2014-08-15,2014-08-16,2014-06-23 13:21:23,1,3500,40,female,highest,no
west,2014-07-06,2014-07-08,2014-06-23 13:39:28,1,5200,19,female,high,no
west,2014-08-03,2014-08-04,2014-06-23 15:28:23,1,4599,44,female,foreign,yes
west,2014-08-03,2014-08-04,2014-06-23 15:36:23,4,13196,44,male,highest,no
west,2014-08-03,2014-08-04,2014-06-23 15:39:23,2,6598,44,male,low,no
west,2014-08-11,2014-08-12,2014-06-23 16:04:23,1,5400,37,male,foreign,yes
west,2014-08-03,2014-08-04,2014-06-23 16:07:23,1,4599,44,male,low,no
east,2014-06-26,2014-06-27,2014-06-23 16:40:23,1,2200,49,male,high,no
west,2014-07-19,2014-07-20,2014-06-23 20:34:23,2,15000,41,female,high,no
west,2014-06-30,2014-07-01,2014-06-23 22:05:23,1,3780,45,male,highest,no
west,2014-07-19,2014-07-20,2014-06-23 22:19:23,3,12000,48,female,low,no
east,2014-08-31,2014-09-01,2014-06-24 01:50:24,2,6720,36,male,highest,no
east,2014-06-26,2014-06-27,2014-06-24 07:43:24,1,1800,25,female,foreign,yes
west,2014-08-03,2014-08-04,2014-06-24 08:40:24,1,3299,44,male,highest,no
east,2014-07-06,2014-07-07,2014-06-24 08:51:12,1,2200,43,male,high,no
west,2014-08-09,2014-08-10,2014-06-24 09:51:24,1,7000,54,male,high,no
west,2014-07-14,2014-07-15,2014-06-24 10:40:24,1,3200,53,male,lowest,no
east,2014-06-27,2014-06-28,2014-06-24 00:03:24,1,1800,41,male,highest,no
west,2014-08-11,2014-08-12,2014-06-24 13:50:24,1,7040,41,male,high,no
west,2014-08-24,2014-08-25,2014-06-24 14:00:24,1,5500,45,male,highest,no
west,2014-07-02,2014-07-03,2014-06-24 18:14:24,1,4560,51,male,high,no
west,2014-07-14,2014-07-15,2014-06-24 19:00:24,1,5500,51,male,highest,no
east,2014-07-21,2014-07-22,2014-06-24 22:37:24,1,3920,40,female,high,no
west,2014-06-29,2014-06-30,2014-06-24 22:45:24,1,3500,46,male,foreign,yes
west,2014-07-08,2014-07-09,2014-06-24 12:59:24,1,4799,45,female,highest,no
west,2014-07-11,2014-07-12,2014-06-25 08:16:25,1,6000,51,female,highest,no
east,2014-08-05,2014-08-06,2014-06-25 13:35:25,1,3360,45,female,highest,no
west,2014-06-30,2014-07-01,2014-06-25 14:20:25,1,3500,58,male,high,no
west,2014-07-07,2014-07-08,2014-06-25 22:23:25,1,4799,42,male,high,no
west,2014-08-01,2014-08-02,2014-06-26 06:32:26,1,2499,36,female,highest,no
west,2014-08-10,2014-08-11,2014-06-26 11:09:26,2,14080,27,female,foreign,yes
west,2014-07-31,2014-08-01,2014-06-26 11:30:26,1,6000,44,male,high,no
east,2014-08-04,2014-08-05,2014-06-26 00:52:26,1,3360,46,male,low,no
west,2014-08-06,2014-08-07,2014-06-26 15:13:26,1,4599,41,female,lowest,no
west,2014-07-24,2014-07-26,2014-06-26 16:17:26,1,11600,56,male,low,no
west,2014-07-11,2014-07-12,2014-06-26 23:21:26,1,3500,47,male,highest,no
west,2014-07-25,2014-07-26,2014-06-26 23:32:26,1,2600,34,male,highest,no
west,2014-07-14,2014-07-15,2014-06-27 09:02:55,1,5800,53,male,high,no
west,2014-07-14,2014-07-15,2014-06-27 11:36:27,1,4320,66,female,high,no
east,2014-06-30,2014-07-02,2014-06-27 23:07:27,1,4400,46,female,highest,no
west,2014-07-29,2014-07-30,2014-06-28 08:17:24,2,8640,52,male,high,no
west,2014-06-29,2014-06-30,2014-06-28 11:48:28,1,2600,46,male,high,no
west,2014-07-25,2014-07-26,2014-06-28 00:01:28,1,2600,44,female,high,no
west,2014-07-23,2014-07-24,2014-06-28 15:46:21,1,5500,50,female,highest,no
west,2014-07-11,2014-07-12,2014-06-28 16:14:28,1,5120,32,female,highest,no
east,2014-08-05,2014-08-06,2014-06-28 18:08:20,1,3360,48,female,high,no
east,2014-08-12,2014-08-13,2014-06-28 21:54:28,1,3360,43,male,high,no
west,2014-08-16,2014-08-17,2014-06-29 10:25:29,1,6300,50,male,lowest,no
west,2014-08-04,2014-08-05,2014-06-29 15:46:29,1,4560,30,male,highest,no
west,2014-07-13,2014-07-15,2014-06-29 18:08:29,1,4998,44,female,high,no
west,2014-07-12,2014-07-13,2014-06-29 21:21:29,1,8800,38,male,high,no
east,2014-07-21,2014-07-22,2014-06-03 08:19:03,1,3360,39,male,high,no
west,2014-08-10,2014-08-11,2014-06-03 13:08:03,1,6000,46,male,high,no
east,2014-07-16,2014-07-17,2014-06-03 15:36:03,1,3360,47,male,highest,no
east,2014-08-22,2014-08-23,2014-06-03 19:13:03,1,3360,55,female,high,no
city,2014-08-21,2014-08-24,2014-06-03 21:16:03,2,18200,37,male,highest,no
west,2014-07-03,2014-07-05,2014-06-03 22:18:03,1,4998,70,male,highest,no
west,2014-07-04,2014-07-05,2014-06-03 23:30:03,1,4799,52,female,high,no
west,2014-06-09,2014-06-10,2014-06-03 23:45:03,1,5800,57,female,high,no
west,2014-07-06,2014-07-08,2014-06-30 08:34:30,1,5200,33,female,low,no
west,2014-08-25,2014-08-26,2014-06-30 09:08:30,2,6400,48,female,high,no
east,2014-08-21,2014-08-22,2014-06-30 11:09:30,2,6720,49,female,high,no
west,2014-07-07,2014-07-08,2014-06-30 13:41:24,1,4560,49,male,low,no
west,2014-07-13,2014-07-14,2014-06-30 13:42:31,1,3500,45,male,highest,no
west,2014-07-08,2014-07-09,2014-06-30 13:43:18,1,2499,51,female,high,no
west,2014-07-06,2014-07-07,2014-06-30 19:09:30,1,2499,16,male,high,no
west,2014-07-25,2014-07-26,2014-06-30 23:18:30,1,3500,35,male,high,no
west,2014-07-17,2014-07-19,2014-06-30 23:37:30,1,5200,38,male,highest,no
west,2014-07-03,2014-07-04,2014-06-04 08:42:22,1,2499,34,female,foreign,yes
west,2014-07-01,2014-07-03,2014-06-04 14:32:04,1,14080,38,male,high,no
west,2014-06-24,2014-06-25,2014-06-04 18:21:04,1,6160,35,male,highest,no
east,2014-06-09,2014-06-10,2014-06-04 19:42:04,1,2880,43,male,high,no
west,2014-07-14,2014-07-15,2014-06-04 19:42:04,1,3500,46,male,high,no
west,2014-06-27,2014-06-28,2014-06-04 20:14:04,1,5800,38,male,low,no
west,2014-08-23,2014-08-24,2014-06-04 22:08:04,3,16200,46,female,high,no
west,2014-06-06,2014-06-07,2014-06-04 12:59:04,1,3500,34,female,foreign,yes
east,2014-07-18,2014-07-19,2014-06-05 08:33:05,1,3360,47,male,high,no
east,2014-07-21,2014-07-22,2014-06-05 15:31:05,1,3360,40,female,high,no
west,2014-06-09,2014-06-10,2014-06-05 15:45:05,1,2800,35,female,highest,no
west,2014-08-08,2014-08-09,2014-06-05 16:11:05,1,5500,53,male,highest,no
east,2014-07-14,2014-07-15,2014-06-05 16:16:05,1,3920,43,female,lowest,no
west,2014-06-21,2014-06-22,2014-06-05 16:31:05,2,15840,59,male,low,no
west,2014-07-20,2014-07-21,2014-06-05 21:35:05,1,4560,49,male,high,no
east,2014-08-22,2014-08-23,2014-06-05 12:50:05,1,3360,47,male,highest,no
east,2014-06-23,2014-06-24,2014-06-06 08:57:06,1,3360,53,male,foreign,yes
east,2014-08-19,2014-08-20,2014-06-06 10:02:06,1,3360,44,female,high,no
east,2014-08-05,2014-08-06,2014-06-06 10:43:06,1,3360,36,female,highest,no
east,2014-08-07,2014-08-08,2014-06-06 11:06:06,1,2100,61,male,highest,no
east,2014-06-15,2014-06-16,2014-06-06 11:17:06,1,2880,42,male,lowest,no
east,2014-07-22,2014-07-23,2014-06-06 11:17:33,1,3360,27,male,highest,no
east,2014-08-18,2014-08-19,2014-06-06 00:33:06,1,3360,42,female,highest,no
west,2014-06-12,2014-06-13,2014-06-06 16:12:06,1,3500,52,male,high,no
west,2014-06-27,2014-06-28,2014-06-06 16:36:23,1,2600,41,female,high,no
west,2014-06-13,2014-06-14,2014-06-06 19:55:06,1,3500,52,male,highest,no
west,2014-06-08,2014-06-09,2014-06-06 21:32:06,1,3500,48,female,highest,no
