City,Checkin Date,Checkout Date,Booked Time,Quantity,Amount,Age,Gender,Hometown,isForeigner
city,2014-11-18,2014-11-19,2014-11-10 12:03:10,1,3100,48,female,highest,no
city,2014-11-19,2014-11-20,2014-11-10 12:07:10,1,3100,48,female,highest,no
west,2014-11-21,2014-11-22,2014-11-10 12:50:10,1,2499,60,female,highest,no
east,2014-11-16,2014-11-17,2014-11-11 09:22:34,1,2880,28,female,foreign,yes
east,2014-12-04,2014-12-05,2014-11-11 10:17:11,1,2880,39,male,highest,no
west,2014-11-24,2014-11-26,2014-11-11 11:15:11,1,12320,54,female,highest,no
west,2014-12-31,2015-01-01,2014-11-11 13:37:11,1,4000,43,male,highest,no
west,2014-11-23,2014-11-24,2014-11-11 18:24:11,1,2499,38,male,high,no
west,2014-12-01,2014-12-02,2014-11-11 19:51:11,1,2800,39,male,others,no
east,2014-11-18,2014-11-19,2014-11-12 07:57:12,1,2880,38,male,high,no
west,2014-12-19,2014-12-20,2014-11-12 09:02:12,1,3780,40,female,high,no
west,2014-12-19,2014-12-20,2014-11-12 09:59:12,1,2499,52,female,high,no
west,2014-11-14,2014-11-15,2014-11-12 14:32:12,1,3500,54,male,foreign,yes
east,2014-12-08,2014-12-09,2014-11-13 01:23:13,1,2880,40,female,high,no
city,2015-02-19,2015-02-20,2014-11-13 10:48:13,1,3100,40,male,highest,no
city,2015-01-03,2015-01-04,2014-11-13 15:32:13,1,3100,64,male,high,no
west,2015-01-24,2015-01-25,2014-11-13 17:04:11,1,5310,41,female,high,no
west,2014-11-19,2014-11-20,2014-11-13 19:04:13,1,4480,35,female,high,no
east,2014-12-14,2014-12-15,2014-11-13 21:59:13,1,2880,39,male,low,no
city,2014-11-18,2014-11-19,2014-11-14 07:41:14,1,3100,36,male,highest,no
west,2014-12-31,2015-01-01,2014-11-14 10:47:14,1,4000,44,male,lowest,no
west,2014-11-28,2014-11-29,2014-11-14 17:25:53,1,6160,52,female,lowest,no
west,2014-11-18,2014-11-19,2014-11-14 23:18:14,1,4000,38,male,high,no
east,2015-01-30,2015-01-31,2014-11-15 17:25:15,1,2880,41,male,high,no
west,2014-11-18,2014-11-19,2014-11-16 18:43:16,1,6160,39,female,foreign,yes
west,2014-12-12,2014-12-13,2014-11-16 19:08:16,1,5999,48,male,highest,no
west,2014-11-23,2014-11-24,2014-11-16 19:59:16,1,2600,58,female,high,no
west,2014-11-18,2014-11-19,2014-11-16 22:22:16,1,4000,57,male,high,no
east,2014-12-27,2014-12-28,2014-11-16 23:15:16,1,2880,43,male,highest,no
city,2014-11-21,2014-11-22,2014-11-17 16:59:17,1,3300,46,female,highest,no
west,2014-11-19,2014-11-20,2014-11-17 23:50:17,1,4299,56,female,high,no
west,2014-11-27,2014-11-28,2014-11-18 10:36:18,1,2600,43,male,highest,no
west,2014-11-28,2014-11-29,2014-11-18 10:43:18,1,3500,43,male,high,no
city,2015-01-11,2015-01-12,2014-11-18 18:46:18,1,3100,27,female,high,no
east,2015-02-16,2015-02-17,2014-11-18 22:47:18,1,3360,52,male,high,no
west,2014-11-26,2014-11-27,2014-11-18 12:24:18,1,3780,49,female,highest,no
west,2014-11-27,2014-11-28,2014-11-19 08:37:19,1,3780,49,male,lowest,no
west,2014-11-20,2014-11-21,2014-11-19 08:56:19,1,3099,51,male,high,no
east,2014-11-24,2014-11-25,2014-11-19 17:08:19,2,3600,60,female,high,no
east,2015-02-05,2015-02-06,2014-11-19 20:54:19,1,1800,46,male,high,no
west,2014-11-27,2014-11-28,2014-11-19 23:31:19,1,2499,59,female,low,no
city,2015-02-17,2015-02-19,2014-11-02 10:10:02,2,12400,37,female,highest,no
city,2015-02-21,2015-02-23,2014-11-02 10:34:02,2,17280,37,female,highest,no
east,2014-12-20,2014-12-21,2014-11-02 00:07:02,1,3840,47,male,highest,no
east,2015-01-30,2015-01-31,2014-11-02 17:01:02,1,2880,41,female,high,no
west,2014-12-21,2014-12-22,2014-11-20 08:56:42,1,3500,50,male,high,no
west,2014-12-26,2014-12-27,2014-11-20 11:44:42,1,2800,30,male,highest,no
west,2015-02-14,2015-02-15,2014-11-20 14:11:20,1,6500,49,male,low,no
west,2015-02-14,2015-02-15,2014-11-20 14:20:20,1,6500,49,male,low,no
west,2014-12-10,2014-12-11,2014-11-20 21:12:20,1,2800,51,female,highest,no
west,2014-11-21,2014-11-22,2014-11-20 12:18:20,1,3500,43,female,high,no
west,2014-11-30,2014-12-01,2014-11-21 10:58:21,1,5800,45,male,highest,no
east,2014-12-13,2014-12-14,2014-11-21 13:16:21,1,2400,68,female,others,no
west,2014-11-26,2014-11-27,2014-11-22 13:16:22,1,4480,64,male,highest,no
east,2014-12-05,2014-12-06,2014-11-22 21:42:22,1,2880,56,male,high,no
city,2014-12-04,2014-12-05,2014-11-23 05:21:23,1,3100,52,male,high,no
west,2015-01-31,2015-02-01,2014-11-23 00:44:21,2,10620,44,male,high,no
west,2014-11-25,2014-11-26,2014-11-23 16:03:23,1,3000,35,male,low,no
city,2014-12-07,2014-12-08,2014-11-23 21:51:23,1,3100,52,female,highest,no
west,2014-12-08,2014-12-09,2014-11-24 17:26:24,2,12320,48,male,low,no
west,2014-12-09,2014-12-10,2014-11-24 17:29:24,1,6160,48,female,highest,no
west,2015-01-10,2015-01-11,2014-11-24 23:19:24,1,4350,64,male,highest,no
west,2014-12-04,2014-12-05,2014-11-25 13:55:25,1,6160,48,male,low,no
west,2015-02-27,2015-02-28,2014-11-25 20:26:25,1,5310,62,male,high,no
west,2015-02-13,2015-02-14,2014-11-25 20:33:25,1,4690,53,female,high,no
west,2014-11-28,2014-11-29,2014-11-25 22:57:25,1,3300,42,female,high,no
east,2014-12-02,2014-12-03,2014-11-25 23:17:40,1,2880,37,male,high,no
west,2014-12-06,2014-12-07,2014-11-25 23:18:35,1,7920,50,male,highest,no
east,2014-12-08,2014-12-09,2014-11-25 23:53:25,1,1800,41,male,highest,no
west,2014-11-28,2014-11-29,2014-11-26 08:57:50,1,2499,52,male,low,no
west,2014-12-19,2014-12-20,2014-11-26 16:48:26,1,5900,52,male,high,no
west,2015-02-23,2015-02-24,2014-11-26 17:07:26,2,8400,47,female,highest,no
west,2014-12-26,2014-12-27,2014-11-26 22:25:26,1,6160,42,male,highest,no
west,2014-12-26,2014-12-27,2014-11-26 22:33:26,1,3780,42,female,high,no
west,2015-01-11,2015-01-12,2014-11-26 12:18:26,1,3150,39,male,highest,no
west,2014-12-25,2014-12-26,2014-11-27 01:00:27,1,2499,35,male,high,no
east,2014-12-19,2014-12-20,2014-11-27 13:15:27,1,1800,56,female,low,no
east,2014-12-06,2014-12-07,2014-11-27 22:45:27,1,2400,57,female,highest,no
west,2014-12-12,2014-12-13,2014-11-27 22:48:27,1,2600,31,male,high,no
west,2014-12-21,2014-12-22,2014-11-28 08:54:03,1,6160,55,female,high,no
west,2014-11-30,2014-12-02,2014-11-28 14:56:28,1,4998,48,female,high,no
west,2014-11-30,2014-12-01,2014-11-28 17:01:28,1,2499,44,male,low,no
west,2014-12-26,2014-12-27,2014-11-28 18:33:28,1,3500,29,male,high,no
east,2014-12-02,2014-12-03,2014-11-28 20:10:28,1,3360,46,female,highest,no
west,2014-11-30,2014-12-02,2014-11-29 10:07:29,1,6198,68,male,high,no
city,2014-12-29,2014-12-31,2014-11-29 11:25:29,1,6200,37,female,highest,no
city,2014-12-05,2014-12-06,2014-11-29 00:46:29,1,3300,52,male,low,no
west,2015-01-03,2015-01-04,2014-11-29 23:03:29,1,4770,40,male,foreign,yes
east,2014-11-16,2014-11-17,2014-11-03 09:10:06,1,2880,57,female,high,no
west,2014-11-05,2014-11-06,2014-11-03 11:32:03,2,4998,37,male,lowest,no
west,2014-12-26,2014-12-28,2014-11-03 13:52:03,1,8598,45,male,high,no
east,2014-11-25,2014-11-26,2014-11-03 20:36:03,1,2880,43,male,low,no
west,2015-01-16,2015-01-17,2014-11-03 22:23:03,1,3800,35,female,high,no
west,2014-12-13,2014-12-14,2014-11-03 12:49:03,1,6099,38,male,low,no
west,2014-12-07,2014-12-08,2014-11-30 10:41:52,1,4299,46,male,highest,no
west,2014-12-05,2014-12-06,2014-11-30 13:46:30,1,4299,41,male,high,no
west,2014-12-04,2014-12-06,2014-11-30 15:29:30,1,5200,44,female,highest,no
city,2014-12-31,2015-01-02,2014-11-30 18:00:30,1,7420,26,female,lowest,no
city,2015-01-03,2015-01-04,2014-11-30 22:43:30,1,3300,41,male,high,no
city,2015-01-03,2015-01-04,2014-11-30 22:45:30,1,3300,41,male,high,no
city,2014-12-07,2014-12-08,2014-11-30 22:53:30,1,3100,34,female,high,no
west,2014-11-19,2014-11-20,2014-11-04 09:53:15,1,2499,35,male,highest,no
west,2014-12-31,2015-01-01,2014-11-04 10:45:04,1,6300,41,female,low,no
city,2015-02-17,2015-02-22,2014-11-04 11:56:04,1,17940,54,female,highest,no
city,2014-11-18,2014-11-20,2014-11-04 13:02:04,1,6200,48,female,highest,no
city,2014-11-18,2014-11-20,2014-11-04 13:07:04,1,6200,48,female,highest,no
west,2015-01-03,2015-01-04,2014-11-04 14:45:03,1,6900,55,male,highest,no
west,2014-11-24,2014-11-25,2014-11-04 15:29:04,2,4998,44,female,lowest,no
west,2014-11-16,2014-11-17,2014-11-04 16:58:04,1,6160,61,male,high,no
west,2014-11-06,2014-11-07,2014-11-05 08:46:58,1,3780,38,male,high,no
east,2015-01-26,2015-01-27,2014-11-05 08:49:05,1,2880,48,male,highest,no
west,2014-11-10,2014-11-11,2014-11-05 09:17:05,1,4000,39,female,highest,no
west,2014-11-09,2014-11-10,2014-11-05 16:56:05,1,2499,40,male,high,no
west,2014-11-18,2014-11-19,2014-11-05 17:01:05,1,2800,60,male,high,no
west,2014-11-16,2014-11-17,2014-11-06 13:42:06,1,2499,49,female,high,no
city,2014-11-26,2014-11-27,2014-11-07 08:39:01,1,3100,62,female,high,no
east,2014-12-28,2014-12-29,2014-11-07 08:41:58,1,2880,38,female,highest,no
city,2014-11-28,2014-11-29,2014-11-07 11:09:07,1,3300,34,female,low,no
east,2014-11-24,2014-11-25,2014-11-07 11:24:07,1,2880,46,female,lowest,no
east,2014-11-24,2014-11-25,2014-11-07 14:44:14,1,2880,39,female,high,no
west,2014-11-09,2014-11-10,2014-11-07 19:29:07,1,6160,44,female,highest,no
west,2014-11-18,2014-11-21,2014-11-07 20:52:07,1,17400,43,male,highest,no
city,2015-02-20,2015-02-22,2014-11-08 00:29:08,1,8640,40,female,highest,no
west,2014-11-24,2014-11-25,2014-11-08 19:18:08,1,3780,28,female,high,no
east,2014-11-25,2014-11-26,2014-11-08 22:19:08,1,1800,47,female,foreign,yes
west,2014-11-27,2014-11-28,2014-11-09 08:32:09,1,2800,36,female,high,no
east,2014-11-13,2014-11-14,2014-11-09 08:56:09,1,2880,42,female,highest,no
east,2015-01-23,2015-01-24,2014-11-09 16:48:09,1,2880,33,male,high,no
east,2014-11-18,2014-11-19,2014-11-09 21:17:09,1,2880,28,male,low,no
east,2014-11-29,2014-11-30,2014-11-09 22:39:09,1,3840,30,female,highest,no
city,2014-12-31,2015-01-01,2014-12-01 09:06:38,1,4320,27,female,foreign,yes
west,2015-01-28,2015-01-29,2014-12-01 13:46:01,1,4130,43,female,highest,no
west,2014-12-12,2014-12-13,2014-12-01 14:25:01,1,3780,45,male,highest,no
city,2015-02-14,2015-02-15,2014-12-01 16:25:01,1,3300,29,female,lowest,no
west,2014-12-15,2014-12-16,2014-12-01 12:03:01,1,3099,66,female,low,no
east,2015-02-18,2015-02-19,2014-12-10 01:54:10,1,3840,43,female,highest,no
west,2014-12-16,2014-12-17,2014-12-10 10:48:10,1,3990,84,female,high,no
west,2014-12-16,2014-12-17,2014-12-10 11:00:10,1,4480,84,male,high,no
west,2014-12-28,2014-12-29,2014-12-10 22:32:43,1,4299,41,female,highest,no
city,2015-02-13,2015-02-15,2014-12-11 01:02:11,1,9000,43,male,others,no
city,2014-12-23,2014-12-24,2014-12-11 04:25:11,1,3100,31,male,highest,no
east,2015-02-08,2015-02-09,2014-12-11 11:45:11,1,2880,43,male,high,no
east,2015-02-16,2015-02-17,2014-12-11 21:51:11,1,2880,45,male,high,no
east,2015-02-02,2015-02-03,2014-12-11 22:38:26,1,2880,52,female,high,no
east,2015-01-17,2015-01-18,2014-12-11 23:28:11,1,3840,40,male,low,no
west,2014-12-29,2014-12-30,2014-12-12 08:55:32,1,3780,44,male,highest,no
east,2015-02-11,2015-02-12,2014-12-12 13:23:45,2,5760,48,female,lowest,no
west,2014-12-31,2015-01-01,2014-12-12 16:39:12,4,13200,46,female,highest,no
west,2015-02-16,2015-02-17,2014-12-12 16:46:12,1,4130,31,male,high,no
city,2015-02-06,2015-02-09,2014-12-12 12:08:12,1,9700,51,male,high,no
city,2015-01-04,2015-01-05,2014-12-13 14:53:13,1,3100,29,male,low,no
city,2015-02-05,2015-02-06,2014-12-13 16:46:13,1,4500,52,male,highest,no
city,2015-02-05,2015-02-06,2014-12-13 16:56:13,1,3100,52,female,high,no
west,2014-12-15,2014-12-16,2014-12-13 17:31:13,1,3000,32,male,foreign,yes
west,2014-12-18,2014-12-19,2014-12-15 14:14:28,1,2600,38,male,highest,no
west,2015-01-24,2015-01-25,2014-12-15 14:17:15,1,9200,28,male,low,no
east,2015-02-08,2015-02-10,2014-12-15 17:41:15,1,3600,45,female,highest,no
west,2015-02-04,2015-02-05,2014-12-15 17:41:15,1,6088,54,male,high,no
west,2015-02-15,2015-02-16,2014-12-15 12:03:15,1,4130,33,female,foreign,yes
west,2015-01-06,2015-01-07,2014-12-15 12:10:15,1,5900,56,male,high,no
east,2015-02-09,2015-02-11,2014-12-16 08:55:51,1,5760,39,female,high,no
west,2015-02-04,2015-02-07,2014-12-16 10:41:59,2,16194,17,female,lowest,no
west,2015-02-11,2015-02-14,2014-12-16 00:37:16,1,18264,57,male,foreign,yes
west,2014-12-24,2014-12-25,2014-12-16 18:27:16,5,13000,36,female,foreign,yes
west,2014-12-24,2014-12-26,2014-12-16 19:03:16,1,5200,36,female,highest,no
west,2014-12-25,2014-12-26,2014-12-16 22:04:16,1,3500,38,male,highest,no
west,2015-01-25,2015-01-26,2014-12-16 12:00:16,1,3888,40,male,low,no
west,2015-01-26,2015-01-27,2014-12-16 12:08:16,1,2699,40,female,low,no
west,2014-12-18,2014-12-19,2014-12-17 08:58:27,1,3500,53,male,highest,no
west,2014-12-24,2014-12-25,2014-12-17 10:13:17,1,3700,36,female,lowest,no
west,2015-01-05,2015-01-07,2014-12-17 13:34:17,1,7420,49,female,high,no
west,2014-12-24,2014-12-25,2014-12-17 14:18:17,1,5900,43,male,highest,no
west,2014-12-20,2014-12-21,2014-12-17 16:48:17,1,6099,47,male,highest,no
city,2015-02-14,2015-02-15,2014-12-17 19:40:17,1,3300,35,male,highest,no
west,2014-12-19,2014-12-20,2014-12-17 20:04:17,1,3800,53,female,high,no
city,2014-12-25,2014-12-26,2014-12-17 22:25:17,1,3100,37,female,highest,no
east,2014-12-22,2014-12-23,2014-12-17 23:49:17,1,2880,26,male,low,no
city,2014-12-24,2014-12-25,2014-12-18 08:45:34,1,4320,25,female,highest,no
west,2014-12-22,2014-12-23,2014-12-18 10:45:18,1,3000,54,female,highest,no
east,2015-02-16,2015-02-17,2014-12-18 20:03:18,1,2880,45,male,highest,no
east,2015-01-26,2015-01-27,2014-12-19 13:30:19,1,2880,38,female,highest,no
east,2015-02-16,2015-02-18,2014-12-19 17:21:19,1,6720,45,female,high,no
west,2015-01-10,2015-01-11,2014-12-02 08:49:25,1,9200,41,female,highest,no
west,2014-12-30,2014-12-31,2014-12-20 12:01:20,1,3780,53,male,high,no
west,2014-12-30,2014-12-31,2014-12-21 17:46:21,1,3780,39,female,foreign,yes
east,2015-02-09,2015-02-10,2014-12-21 22:31:21,1,2880,50,male,high,no
east,2015-02-14,2015-02-15,2014-12-22 08:44:09,1,3840,44,female,high,no
east,2015-01-30,2015-01-31,2014-12-22 14:31:22,1,1800,48,male,highest,no
west,2014-12-24,2014-12-25,2014-12-22 17:19:22,1,2800,37,female,highest,no
east,2015-01-04,2015-01-05,2014-12-22 18:50:22,1,2880,44,female,highest,no
west,2015-02-17,2015-02-18,2014-12-22 21:08:22,1,5900,62,male,highest,no
west,2015-01-31,2015-02-01,2014-12-22 21:31:22,1,6500,42,male,foreign,yes
east,2014-12-29,2014-12-30,2014-12-23 11:01:44,1,2880,50,male,high,no
east,2015-02-03,2015-02-04,2014-12-23 11:38:23,1,2880,38,female,high,no
west,2014-12-27,2014-12-28,2014-12-24 17:10:24,1,5800,43,female,highest,no
west,2014-12-27,2014-12-28,2014-12-24 17:17:24,1,3500,43,female,highest,no
east,2015-02-15,2015-02-16,2014-12-24 19:00:24,1,3360,53,male,foreign,yes
west,2015-02-27,2015-02-28,2014-12-25 08:51:25,1,9200,49,female,high,no
west,2015-01-23,2015-01-24,2014-12-25 08:53:50,1,4130,38,female,high,no
west,2014-12-30,2014-12-31,2014-12-25 10:58:25,1,2499,55,female,foreign,yes
west,2015-02-14,2015-02-15,2014-12-25 11:18:25,1,6900,50,male,high,no
east,2015-01-08,2015-01-09,2014-12-25 18:17:25,1,2880,54,female,high,no
west,2014-12-29,2014-12-30,2014-12-25 20:58:25,1,3699,36,male,high,no
east,2015-01-20,2015-01-21,2014-12-26 22:57:20,1,2880,53,female,foreign,yes
east,2015-02-03,2015-02-04,2014-12-27 00:10:27,1,2880,47,female,high,no
west,2015-01-04,2015-01-05,2014-12-27 00:46:27,1,2699,38,male,high,no
city,2015-01-05,2015-01-06,2014-12-27 17:36:27,2,6200,60,female,highest,no
city,2015-01-05,2015-01-06,2014-12-27 17:42:27,1,3100,60,male,highest,no
city,2015-02-14,2015-02-15,2014-12-27 12:31:27,1,3300,42,male,highest,no
west,2014-12-29,2014-12-30,2014-12-28 01:23:28,1,3699,54,female,highest,no
east,2015-02-18,2015-02-19,2014-12-28 00:00:28,1,3840,43,male,high,no
east,2015-02-05,2015-02-06,2014-12-28 20:22:28,1,2880,42,female,high,no
west,2015-01-10,2015-01-11,2014-12-29 10:08:29,1,4350,27,female,highest,no
east,2014-12-30,2014-12-31,2014-12-03 01:00:03,1,2880,35,male,highest,no
city,2015-02-06,2015-02-09,2014-12-03 10:08:03,1,9700,48,male,highest,no
west,2015-01-11,2015-01-12,2014-12-03 11:27:03,1,3888,46,male,highest,no
west,2014-12-12,2014-12-13,2014-12-03 13:25:03,1,3780,40,female,high,no
east,2014-12-29,2014-12-30,2014-12-03 15:12:41,1,2880,40,female,highest,no
west,2015-02-27,2015-02-28,2014-12-03 15:15:27,1,5310,41,female,highest,no
west,2015-02-27,2015-02-28,2014-12-03 15:16:03,1,4050,41,male,high,no
west,2014-12-09,2014-12-10,2014-12-03 16:52:03,1,3099,37,male,high,no
city,2015-02-06,2015-02-07,2014-12-03 22:55:03,1,4500,54,male,highest,no
east,2015-01-27,2015-01-28,2014-12-30 01:04:30,1,2880,34,male,highest,no
east,2015-02-05,2015-02-06,2014-12-30 08:41:02,1,2880,45,male,low,no
east,2015-02-12,2015-02-13,2014-12-30 13:15:30,1,2880,53,female,foreign,yes
east,2015-02-12,2015-02-13,2014-12-30 22:34:30,1,2880,46,male,highest,no
east,2015-02-17,2015-02-18,2014-12-31 15:05:31,1,2880,45,male,high,no
west,2015-03-07,2015-03-08,2014-12-31 16:20:40,4,24120,28,female,highest,no
west,2014-12-30,2014-12-31,2014-12-04 21:21:04,1,3500,39,female,lowest,no
west,2015-01-09,2015-01-11,2014-12-05 10:47:05,1,8276,62,male,high,no
west,2014-12-31,2015-01-01,2014-12-05 16:05:05,1,4000,39,female,highest,no
west,2014-12-14,2014-12-15,2014-12-05 17:52:05,1,2499,50,female,highest,no
east,2014-12-15,2014-12-16,2014-12-05 21:14:05,1,2880,39,female,highest,no
east,2014-12-16,2014-12-17,2014-12-05 21:18:05,1,1800,39,female,highest,no
west,2014-12-07,2014-12-08,2014-12-06 08:33:06,1,2499,61,female,high,no
east,2015-01-29,2015-01-30,2014-12-06 17:29:19,1,2880,41,female,high,no
east,2015-01-30,2015-01-31,2014-12-06 17:29:49,1,3360,41,female,lowest,no
west,2015-02-15,2015-02-17,2014-12-06 20:44:06,1,12000,42,female,high,no
east,2014-12-23,2014-12-24,2014-12-06 23:17:06,1,2880,39,male,high,no
west,2014-12-13,2014-12-14,2014-12-07 16:45:07,1,5760,44,male,highest,no
west,2015-01-24,2015-01-25,2014-12-07 20:51:07,1,6588,58,female,low,no
east,2014-12-24,2014-12-25,2014-12-08 08:53:08,1,2880,47,female,highest,no
west,2014-12-08,2014-12-09,2014-12-08 09:03:32,1,2499,46,female,highest,no
west,2014-12-24,2014-12-26,2014-12-08 10:21:08,1,6198,55,female,high,no
west,2015-01-11,2015-01-12,2014-12-08 13:31:08,3,17700,73,female,lowest,no
west,2014-12-18,2014-12-19,2014-12-08 15:33:44,1,2800,38,female,lowest,no
west,2014-12-10,2014-12-11,2014-12-08 18:07:08,1,2600,41,male,high,no
west,2014-12-25,2014-12-26,2014-12-08 20:18:08,1,3500,35,male,highest,no
west,2014-12-25,2014-12-26,2014-12-08 20:22:08,1,3990,35,male,high,no
east,2015-01-18,2015-01-19,2014-12-08 20:24:08,1,2880,33,male,high,no
west,2014-12-25,2014-12-26,2014-12-08 20:24:08,1,4480,35,female,low,no
west,2014-12-23,2014-12-25,2014-12-09 09:58:22,1,8000,58,male,highest,no
west,2014-12-11,2014-12-12,2014-12-09 10:37:09,1,7700,38,male,highest,no
west,2015-01-17,2015-01-18,2014-12-09 14:01:09,1,6588,37,male,lowest,no
west,2014-12-15,2014-12-16,2014-12-09 17:52:09,1,3200,33,female,highest,no
east,2014-04-21,2014-04-23,2014-02-01 10:18:01,2,11520,46,male,high,no
west,2014-03-29,2014-03-30,2014-02-01 00:10:01,1,6300,38,male,highest,no
east,2014-04-04,2014-04-05,2014-02-01 18:40:01,1,4320,36,female,highest,no
west,2014-03-30,2014-03-31,2014-02-10 09:38:10,2,4998,48,male,high,no
west,2014-02-12,2014-02-13,2014-02-10 09:52:10,2,5600,63,female,high,no
city,2014-02-23,2014-02-26,2014-02-10 11:57:10,1,8700,65,male,highest,no
east,2014-04-27,2014-04-28,2014-02-10 13:43:10,1,2880,40,male,high,no
west,2014-02-12,2014-02-13,2014-02-10 12:20:10,1,4000,62,male,foreign,yes
west,2014-03-01,2014-03-02,2014-02-10 12:22:10,1,4860,41,female,highest,no
west,2014-02-12,2014-02-14,2014-02-11 00:39:11,1,7000,42,female,low,no
city,2014-03-02,2014-03-03,2014-02-11 22:22:11,1,2900,29,male,low,no
city,2014-02-27,2014-02-28,2014-02-11 23:18:11,1,3800,41,male,high,no
city,2014-02-22,2014-02-24,2014-02-12 16:28:12,1,7800,37,male,low,no
west,2014-03-29,2014-03-30,2014-02-13 10:30:13,1,5396,49,female,others,no
west,2014-03-29,2014-03-30,2014-02-13 10:41:55,1,4860,37,male,highest,no
west,2014-03-29,2014-03-30,2014-02-13 10:55:13,1,5396,49,female,high,no
east,2014-03-07,2014-03-08,2014-02-13 15:33:01,1,3360,50,male,high,no
city,2014-04-12,2014-04-14,2014-02-13 16:22:13,1,7800,29,female,highest,no
city,2014-04-12,2014-04-14,2014-02-14 15:06:14,1,6000,33,female,lowest,no
west,2014-03-14,2014-03-15,2014-02-14 23:26:14,1,2499,41,male,high,no
east,2014-04-03,2014-04-04,2014-02-15 23:45:15,1,2880,35,female,high,no
city,2014-02-24,2014-02-26,2014-02-16 02:20:16,1,5800,57,male,highest,no
city,2014-04-04,2014-04-06,2014-02-16 02:41:16,1,8000,48,female,high,no
city,2014-02-27,2014-02-28,2014-02-16 03:35:16,1,3800,57,male,high,no
west,2014-04-05,2014-04-06,2014-02-16 10:45:16,1,7920,55,female,low,no
west,2014-04-05,2014-04-06,2014-02-16 18:17:16,1,3600,38,male,high,no
west,2014-03-25,2014-03-26,2014-02-17 10:40:07,2,8000,42,female,high,no
east,2014-03-14,2014-03-15,2014-02-17 00:20:17,1,2880,37,female,high,no
west,2014-03-28,2014-03-29,2014-02-17 13:07:17,1,6160,32,male,low,no
city,2014-05-26,2014-05-30,2014-02-17 13:07:17,1,11600,41,male,highest,no
city,2014-03-26,2014-03-27,2014-02-17 17:06:17,1,2900,49,male,others,no
city,2014-03-27,2014-03-28,2014-02-17 17:12:17,1,2900,49,male,highest,no
west,2014-03-29,2014-03-30,2014-02-17 23:05:17,1,7920,56,female,highest,no
west,2014-02-27,2014-02-28,2014-02-18 17:31:18,1,3300,44,female,highest,no
east,2014-03-02,2014-03-03,2014-02-19 02:31:19,1,2880,30,female,high,no
west,2014-02-24,2014-02-25,2014-02-19 11:37:19,1,3500,28,male,high,no
east,2014-03-02,2014-03-03,2014-02-19 15:44:40,1,2880,54,male,high,no
west,2014-03-09,2014-03-10,2014-02-02 08:27:02,1,3500,48,female,high,no
west,2014-02-07,2014-02-08,2014-02-02 22:55:41,1,4480,58,female,low,no
east,2014-03-14,2014-03-16,2014-02-20 16:50:20,1,6720,36,male,high,no
west,2014-02-22,2014-02-23,2014-02-20 22:02:20,1,5760,39,male,foreign,yes
west,2014-02-27,2014-02-28,2014-02-20 22:07:20,1,4396,45,female,highest,no
city,2014-02-28,2014-03-01,2014-02-21 08:50:33,1,3100,39,female,high,no
west,2014-03-02,2014-03-03,2014-02-21 22:09:33,1,4396,25,female,foreign,yes
city,2014-04-10,2014-04-13,2014-02-21 23:49:21,3,27300,37,female,highest,no
west,2014-02-27,2014-02-28,2014-02-22 09:13:22,1,3780,32,female,highest,no
west,2014-04-19,2014-04-21,2014-02-22 09:33:22,1,5800,29,male,highest,no
city,2014-03-11,2014-03-12,2014-02-22 14:52:22,1,2900,53,male,highest,no
west,2014-02-27,2014-02-28,2014-02-23 21:20:23,1,3780,36,female,foreign,yes
east,2014-04-03,2014-04-04,2014-02-23 22:19:23,1,3360,46,female,high,no
city,2014-04-14,2014-04-17,2014-02-23 23:36:23,1,11400,72,female,highest,no
city,2014-04-14,2014-04-17,2014-02-23 23:49:23,1,8700,72,female,low,no
west,2014-02-27,2014-02-28,2014-02-24 00:04:24,1,3300,38,female,foreign,yes
east,2014-03-27,2014-03-28,2014-02-24 14:54:24,1,2880,38,female,foreign,yes
east,2014-03-18,2014-03-19,2014-02-25 11:40:25,1,2880,49,male,foreign,yes
west,2014-03-13,2014-03-14,2014-02-25 12:53:03,1,6798,26,female,foreign,yes
west,2014-03-10,2014-03-11,2014-02-26 17:47:26,1,2499,42,male,highest,no
west,2014-03-23,2014-03-24,2014-02-27 08:50:42,1,3500,39,female,foreign,yes
west,2014-03-24,2014-03-25,2014-02-27 08:51:19,1,3500,39,male,high,no
west,2014-03-15,2014-03-16,2014-02-27 08:52:06,2,9720,43,female,high,no
west,2014-03-11,2014-03-12,2014-02-27 10:17:40,1,2499,56,female,others,no
city,2014-03-27,2014-03-29,2014-02-27 16:06:27,1,6000,29,male,high,no
city,2014-03-19,2014-03-20,2014-02-27 18:37:27,2,5800,55,male,low,no
city,2014-03-19,2014-03-20,2014-02-27 18:43:27,2,5800,55,male,high,no
east,2014-03-15,2014-03-16,2014-02-27 22:06:27,1,2880,42,male,high,no
west,2014-04-04,2014-04-05,2014-02-28 10:01:28,1,5760,49,female,high,no
city,2014-04-06,2014-04-09,2014-02-28 18:48:28,1,8700,56,male,highest,no
city,2014-04-06,2014-04-09,2014-02-28 19:05:28,1,8700,56,female,high,no
city,2014-04-01,2014-04-02,2014-02-28 22:37:28,1,3800,38,female,highest,no
city,2014-03-14,2014-03-17,2014-02-03 11:14:19,1,9100,44,male,low,no
east,2014-02-16,2014-02-17,2014-02-03 15:24:53,1,2880,32,female,high,no
